product,product_group,facility_type,reporting_month,High_Transmission_Preparation,zone_type,beginning_balance,quantity_received,quantity_dispensed,total_losses_and_adjustments,stock_in_hand,months_of_stock,stock_status,amc,quantity_approved
ITN,PREV,HEALTH CENTER,November,NO,RURAL,323.0,177.0,73.0,-911,243.0,4.8,Adequate,51.0,129.0
SP,SP,HEALTH CENTER,May,YES,RURAL,1644.0,99.0,278.0,421,528.0,1.2,Low,449.0,685.0
ACT-GC,ACT,HEALTH CENTER,February,NO,RURAL,1191.0,11.0,210.0,-135,896.0,3.6,Adequate,250.0,50.0
ACT-AD,ACT,HEALTH CENTER,August,YES,URBAN,802.0,0.0,117.0,311,1088.0,7.1,Overstock,153.0,2.0
RDT,DIAG,HEALTH CENTER,August,YES,RURAL,726.0,194.0,294.0,56,1337.0,5.5,Overstock,245.0,803.0
ACT-AD,ACT,HEALTH CENTER,May,YES,RURAL,4203.0,0.0,472.0,476,1190.0,10.8,Overstock,110.0,1865.0
SP,SP,HEALTH CENTER,August,YES,RURAL,2107.0,1.0,979.0,52,363.0,0.4,Critical,916.0,7660.0
RDT,DIAG,HOSPITAL,February,NO,RURAL,387.0,206.0,618.0,-508,1503.0,5.4,Overstock,280.0,4744.0
ACT-AD,ACT,HEALTH CENTER,May,YES,RURAL,324.0,4.0,49.0,-101,25.0,2.5,Low,10.0,281.0
QUIN,SP,HEALTH CENTER,November,NO,URBAN,284.0,0.0,1.0,186,61.0,,Unknown,0.0,0.0
ACT-INF,ACT,HEALTH CENTER,November,NO,RURAL,23.0,10.0,109.0,-234,28.0,1.4,Low,20.0,0.0
ACT-SC,ACT,HOSPITAL,November,NO,URBAN,1035.0,9.0,63.0,703,537.0,1.8,Low,301.0,2357.0
PYRA-SAC,PYRA,HEALTH CENTER,February,NO,RURAL,1768.0,13.0,329.0,-542,1704.0,71.0,Overstock,24.0,0.0
ITN,PREV,HOSPITAL,February,NO,RURAL,143.0,0.0,82.0,-113,41.0,0.8,Critical,52.0,237.0
SP,SP,HOSPITAL,August,YES,RURAL,874.0,305.0,136.0,-93,1073.0,20.6,Overstock,52.0,9.0
PYRA-COMP,PYRA,HEALTH CENTER,November,NO,URBAN,1801.0,173.0,279.0,443,1656.0,9.7,Overstock,170.0,1180.0
PYRA-COMP,PYRA,HOSPITAL,May,YES,RURAL,1129.0,49.0,584.0,621,2189.0,6.3,Overstock,345.0,2424.0
ACT-INF,ACT,HEALTH CENTER,November,NO,URBAN,583.0,0.0,286.0,77,127.0,0.7,Critical,173.0,5089.0
ACT-GC,ACT,HEALTH CENTER,May,YES,RURAL,1910.0,153.0,334.0,-726,4350.0,11.6,Overstock,376.0,388.0
PYRA-COMP,PYRA,HEALTH CENTER,August,YES,RURAL,14.0,0.0,0.0,-320,4.0,,Unknown,0.0,730.0
ART-INJ,ART,HEALTH CENTER,November,NO,RURAL,1144.0,101.0,76.0,527,1644.0,12.8,Overstock,128.0,21.0
ACT-SC,ACT,HOSPITAL,February,NO,RURAL,930.0,48.0,766.0,-672,1586.0,1.9,Low,831.0,2.0
ITN,PREV,HEALTH CENTER,May,YES,RURAL,473.0,6.0,135.0,-69,933.0,17.0,Overstock,55.0,14.0
PYRA-COMP,PYRA,HEALTH CENTER,February,NO,RURAL,202.0,18.0,105.0,447,964.0,28.4,Overstock,34.0,285.0
ART-SUP,ART,HEALTH CENTER,May,YES,RURAL,129.0,0.0,24.0,594,151.0,2.4,Low,64.0,200.0
ART-INJ,ART,HEALTH CENTER,November,NO,RURAL,913.0,438.0,356.0,-61,778.0,2.2,Low,349.0,173.0
ACT-AD,ACT,HOSPITAL,August,YES,RURAL,472.0,26.0,257.0,-376,670.0,4.8,Adequate,140.0,0.0
QUIN,SP,HEALTH CENTER,May,YES,RURAL,101.0,0.0,11.0,-449,173.0,86.5,Overstock,2.0,0.0
ITN,PREV,HEALTH CENTER,November,NO,URBAN,232.0,173.0,304.0,254,261.0,1.9,Low,137.0,3232.0
PYRA-COMP,PYRA,HEALTH CENTER,February,NO,URBAN,35.0,716.0,18.0,-56,113.0,22.6,Overstock,5.0,0.0
ACT-AD,ACT,HEALTH CENTER,May,YES,RURAL,262.0,15.0,181.0,151,33.0,2.5,Low,13.0,135.0
ACT-AD,ACT,HEALTH CENTER,November,NO,RURAL,215.0,1.0,187.0,123,414.0,7.5,Overstock,55.0,0.0
ACT-SC,ACT,HEALTH CENTER,November,NO,RURAL,525.0,663.0,376.0,28,851.0,1.7,Low,513.0,12.0
ITN,PREV,HEALTH CENTER,May,YES,URBAN,1211.0,13.0,76.0,123,1783.0,61.5,Overstock,29.0,0.0
PYRA-SAC,PYRA,HEALTH CENTER,August,YES,URBAN,2429.0,1146.0,1074.0,431,6050.0,14.0,Overstock,432.0,0.0
ACT-GC,ACT,HOSPITAL,August,YES,URBAN,115.0,0.0,9.0,-123,6.0,,Unknown,0.0,0.0
ACT-SC,ACT,HEALTH CENTER,November,NO,URBAN,1666.0,0.0,567.0,-76,822.0,1.9,Low,437.0,0.0
ART-INJ,ART,HEALTH CENTER,August,YES,URBAN,234.0,1289.0,340.0,840,1207.0,6.0,Overstock,202.0,4773.0
ACT-AD,ACT,HEALTH CENTER,November,NO,RURAL,256.0,185.0,293.0,-427,462.0,0.9,Critical,517.0,2946.0
RDT,DIAG,HEALTH CENTER,November,NO,RURAL,1211.0,2.0,138.0,-309,347.0,8.3,Overstock,42.0,6.0
ART-SUP,ART,HEALTH CENTER,August,YES,RURAL,348.0,28.0,91.0,-212,113.0,2.1,Low,53.0,0.0
ACT-SC,ACT,HEALTH CENTER,May,YES,RURAL,127.0,1.0,132.0,119,205.0,1.6,Low,125.0,177.0
ACT-GC,ACT,HEALTH CENTER,November,NO,URBAN,6203.0,0.0,731.0,-295,2422.0,9.2,Overstock,262.0,0.0
PYRA-COMP,PYRA,HEALTH CENTER,August,YES,RURAL,38.0,0.0,16.0,-648,32.0,,Unknown,0.0,0.0
ACT-GC,ACT,HEALTH CENTER,February,NO,RURAL,457.0,25.0,501.0,763,1670.0,6.1,Overstock,274.0,46.0
ACT-AD,ACT,HEALTH CENTER,February,NO,URBAN,2901.0,0.0,587.0,1,1688.0,2.2,Low,773.0,6843.0
ACT-INF,ACT,HEALTH CENTER,November,NO,RURAL,3289.0,34.0,538.0,-159,799.0,2.7,Low,296.0,5.0
ITN,PREV,HEALTH CENTER,February,NO,RURAL,115.0,0.0,12.0,157,213.0,7.3,Overstock,29.0,51.0
ART-INJ,ART,HEALTH CENTER,February,NO,RURAL,97.0,80.0,201.0,-294,31.0,0.3,Critical,108.0,3599.0
SP,SP,HEALTH CENTER,February,NO,RURAL,1510.0,1.0,293.0,-808,1789.0,14.1,Overstock,127.0,13.0
PYRA-COMP,PYRA,HEALTH CENTER,February,NO,RURAL,203.0,0.0,38.0,100,80.0,1.6,Low,49.0,979.0
ITN,PREV,HEALTH CENTER,February,NO,RURAL,165.0,124.0,36.0,240,409.0,31.5,Overstock,13.0,1333.0
ITN,PREV,HEALTH CENTER,August,YES,RURAL,901.0,1719.0,440.0,986,2692.0,12.0,Overstock,225.0,2.0
ART-SUP,ART,HEALTH CENTER,November,NO,URBAN,1193.0,447.0,79.0,-678,207.0,29.6,Overstock,7.0,0.0
PYRA-COMP,PYRA,HEALTH CENTER,May,YES,RURAL,656.0,3130.0,942.0,-294,297.0,0.5,Critical,656.0,1561.0
ITN,PREV,HEALTH CENTER,May,YES,RURAL,583.0,23.0,257.0,-504,394.0,3.5,Adequate,111.0,1449.0
QUIN,SP,HEALTH CENTER,August,YES,RURAL,914.0,103.0,199.0,664,1575.0,19.2,Overstock,82.0,76.0
ACT-SC,ACT,HEALTH CENTER,August,YES,RURAL,157.0,47.0,42.0,3,457.0,38.1,Overstock,12.0,447.0
PYRA-COMP,PYRA,HEALTH CENTER,May,YES,URBAN,280.0,1716.0,42.0,-34,594.0,45.7,Overstock,13.0,0.0
SP,SP,HEALTH CENTER,August,YES,RURAL,48.0,140.0,10.0,266,201.0,,Unknown,0.0,0.0
ACT-INF,ACT,HEALTH CENTER,February,NO,RURAL,111.0,12.0,80.0,483,190.0,1.7,Low,112.0,0.0
ACT-AD,ACT,HEALTH CENTER,May,YES,RURAL,1236.0,2.0,392.0,151,1133.0,3.3,Adequate,347.0,1063.0
ART-SUP,ART,HEALTH CENTER,May,YES,RURAL,2286.0,104.0,283.0,-410,994.0,82.8,Overstock,12.0,0.0
QUIN,SP,HEALTH CENTER,August,YES,URBAN,1001.0,0.0,304.0,-146,431.0,0.8,Critical,537.0,1487.0
RDT,DIAG,HEALTH CENTER,February,NO,URBAN,326.0,11.0,206.0,152,180.0,1.9,Low,95.0,28.0
RDT,DIAG,HEALTH CENTER,May,YES,RURAL,5857.0,7.0,802.0,-177,7880.0,8.8,Overstock,895.0,0.0
ACT-INF,ACT,HEALTH CENTER,November,NO,RURAL,795.0,0.0,97.0,954,515.0,9.5,Overstock,54.0,647.0
ACT-GC,ACT,HEALTH CENTER,November,NO,RURAL,2021.0,133.0,851.0,116,4032.0,5.5,Overstock,730.0,429.0
ACT-SC,ACT,HEALTH CENTER,February,NO,RURAL,223.0,256.0,204.0,-110,1268.0,15.3,Overstock,83.0,0.0
SP,SP,HEALTH CENTER,May,YES,URBAN,54.0,0.0,10.0,-510,52.0,26.0,Overstock,2.0,1.0
PYRA-SAC,PYRA,HEALTH CENTER,February,NO,RURAL,394.0,9.0,29.0,-375,602.0,50.2,Overstock,12.0,1.0
ACT-GC,ACT,HEALTH CENTER,August,YES,RURAL,48.0,4.0,3.0,-101,47.0,,Unknown,0.0,0.0
ACT-INF,ACT,HEALTH CENTER,August,YES,RURAL,207.0,0.0,12.0,-131,74.0,2.6,Low,28.0,17.0
QUIN,SP,HEALTH CENTER,May,YES,RURAL,1332.0,115.0,382.0,105,2393.0,4.6,Adequate,525.0,38.0
PYRA-SAC,PYRA,HEALTH CENTER,February,NO,RURAL,1008.0,1.0,188.0,-446,1111.0,6.9,Overstock,161.0,236.0
ITN,PREV,HEALTH CENTER,November,NO,RURAL,3306.0,53.0,485.0,-718,2716.0,3.7,Adequate,741.0,126.0
ACT-INF,ACT,HEALTH CENTER,February,NO,RURAL,2023.0,5.0,638.0,193,1454.0,3.3,Adequate,447.0,3845.0
ART-INJ,ART,HEALTH CENTER,May,YES,URBAN,1108.0,46.0,166.0,84,1396.0,51.7,Overstock,27.0,16.0
ACT-GC,ACT,HEALTH CENTER,February,NO,URBAN,2183.0,6.0,1445.0,350,1425.0,1.2,Low,1182.0,2954.0
ACT-SC,ACT,HEALTH CENTER,February,NO,RURAL,276.0,0.0,10.0,-25,60.0,15.0,Overstock,4.0,137.0
ITN,PREV,HEALTH CENTER,November,NO,URBAN,30.0,2.0,22.0,-128,183.0,183.0,Overstock,1.0,0.0
RDT,DIAG,HEALTH CENTER,November,NO,URBAN,133.0,5.0,62.0,873,214.0,30.6,Overstock,7.0,13.0
ACT-SC,ACT,HEALTH CENTER,November,NO,RURAL,697.0,1969.0,418.0,-360,900.0,2.3,Low,393.0,56.0
ACT-GC,ACT,HEALTH CENTER,May,YES,RURAL,2342.0,0.0,304.0,48,1231.0,7.2,Overstock,171.0,124.0
ACT-GC,ACT,HEALTH CENTER,August,YES,RURAL,14.0,13.0,37.0,625,181.0,30.2,Overstock,6.0,0.0
ART-SUP,ART,HEALTH CENTER,February,NO,RURAL,444.0,53.0,315.0,95,139.0,0.7,Critical,186.0,313.0
QUIN,SP,HEALTH CENTER,May,YES,RURAL,93.0,0.0,29.0,978,465.0,23.2,Overstock,20.0,936.0
SP,SP,HEALTH CENTER,May,YES,RURAL,207.0,40.0,106.0,-801,598.0,6.0,Overstock,99.0,226.0
ACT-SC,ACT,HEALTH CENTER,May,YES,RURAL,1014.0,82.0,417.0,589,1065.0,1.4,Low,768.0,69.0
ART-SUP,ART,HOSPITAL,August,YES,RURAL,21.0,137.0,11.0,24,133.0,6.3,Overstock,21.0,0.0
ACT-GC,ACT,HEALTH CENTER,August,YES,RURAL,842.0,16.0,504.0,-488,747.0,2.0,Low,383.0,1110.0
PYRA-COMP,PYRA,HEALTH CENTER,November,NO,URBAN,485.0,0.0,212.0,831,1008.0,21.0,Overstock,48.0,6.0
QUIN,SP,HEALTH CENTER,August,YES,URBAN,91.0,612.0,16.0,1048,710.0,13.7,Overstock,52.0,22.0
QUIN,SP,HEALTH CENTER,February,NO,RURAL,1667.0,7.0,617.0,253,2359.0,17.0,Overstock,139.0,1.0
ART-INJ,ART,HEALTH CENTER,May,YES,RURAL,1775.0,594.0,458.0,879,1568.0,2.8,Low,558.0,75.0
ART-INJ,ART,HEALTH CENTER,November,NO,RURAL,2867.0,218.0,834.0,192,3010.0,3.5,Adequate,849.0,1071.0
ART-INJ,ART,HEALTH CENTER,February,NO,RURAL,383.0,0.0,55.0,129,121.0,10.1,Overstock,12.0,3.0
SP,SP,HEALTH CENTER,February,NO,RURAL,3881.0,0.0,633.0,-26,2432.0,3.3,Adequate,745.0,3524.0
PYRA-COMP,PYRA,HEALTH CENTER,May,YES,URBAN,719.0,188.0,96.0,560,446.0,111.5,Overstock,4.0,1.0
QUIN,SP,HEALTH CENTER,August,YES,RURAL,788.0,163.0,646.0,-293,2221.0,4.3,Adequate,522.0,0.0
PYRA-COMP,PYRA,HEALTH CENTER,February,NO,RURAL,1439.0,0.0,307.0,1008,606.0,2.1,Low,287.0,4769.0
ACT-GC,ACT,HOSPITAL,November,NO,RURAL,2568.0,29.0,770.0,463,689.0,0.5,Critical,1294.0,1570.0
RDT,DIAG,HEALTH CENTER,August,YES,URBAN,109.0,316.0,619.0,-265,98.0,0.4,Critical,228.0,46.0
RDT,DIAG,HEALTH CENTER,February,NO,RURAL,7498.0,563.0,761.0,-978,2715.0,5.4,Overstock,501.0,2161.0
ITN,PREV,HEALTH CENTER,November,NO,URBAN,61.0,0.0,12.0,-77,3.0,0.2,Critical,12.0,40.0
ART-SUP,ART,HEALTH CENTER,August,YES,RURAL,254.0,0.0,63.0,462,141.0,4.4,Adequate,32.0,179.0
ART-SUP,ART,HEALTH CENTER,August,YES,RURAL,298.0,2029.0,265.0,-331,423.0,1.7,Low,254.0,1013.0
PYRA-SAC,PYRA,HEALTH CENTER,February,NO,RURAL,624.0,0.0,17.0,-149,19.0,1.0,Critical,20.0,0.0
ART-SUP,ART,HEALTH CENTER,February,NO,RURAL,110.0,29.0,136.0,72,60.0,0.6,Critical,99.0,712.0
QUIN,SP,HEALTH CENTER,November,NO,RURAL,203.0,0.0,137.0,43,401.0,2.7,Low,150.0,2439.0
RDT,DIAG,HEALTH CENTER,February,NO,URBAN,624.0,0.0,4.0,-276,114.0,,Unknown,0.0,0.0
SP,SP,HEALTH CENTER,November,NO,RURAL,573.0,0.0,43.0,211,71.0,5.1,Overstock,14.0,17.0
ACT-SC,ACT,HEALTH CENTER,August,YES,URBAN,3612.0,1.0,318.0,-69,3718.0,17.5,Overstock,212.0,82.0
ART-SUP,ART,HEALTH CENTER,November,NO,RURAL,638.0,0.0,40.0,-459,182.0,26.0,Overstock,7.0,0.0
ART-SUP,ART,HEALTH CENTER,November,NO,RURAL,782.0,7.0,132.0,329,123.0,0.6,Critical,215.0,1020.0
ACT-GC,ACT,HEALTH CENTER,February,NO,URBAN,2195.0,44.0,245.0,76,3111.0,33.8,Overstock,92.0,35.0
ART-SUP,ART,HEALTH CENTER,February,NO,URBAN,499.0,9.0,172.0,72,208.0,1.4,Low,151.0,1607.0
PYRA-COMP,PYRA,HEALTH CENTER,February,NO,URBAN,2.0,12.0,33.0,-546,49.0,24.5,Overstock,2.0,7.0
ACT-GC,ACT,HEALTH CENTER,February,NO,URBAN,170.0,215.0,51.0,156,198.0,5.8,Overstock,34.0,2.0
RDT,DIAG,HEALTH CENTER,May,YES,URBAN,1331.0,159.0,452.0,293,1703.0,8.0,Overstock,214.0,3036.0
ITN,PREV,HEALTH CENTER,August,YES,RURAL,150.0,0.0,3.0,-163,465.0,,Unknown,0.0,0.0
ACT-GC,ACT,HEALTH CENTER,August,YES,RURAL,841.0,962.0,387.0,-645,4214.0,28.1,Overstock,150.0,363.0
ACT-INF,ACT,HEALTH CENTER,November,NO,URBAN,273.0,24.0,62.0,-133,237.0,39.5,Overstock,6.0,0.0
ART-INJ,ART,HOSPITAL,November,NO,RURAL,175.0,478.0,306.0,-388,613.0,1.8,Low,343.0,2515.0
PYRA-SAC,PYRA,HEALTH CENTER,May,YES,RURAL,609.0,34.0,184.0,-63,302.0,3.9,Adequate,77.0,2316.0
ART-INJ,ART,HEALTH CENTER,November,NO,RURAL,5.0,759.0,40.0,280,30.0,1.5,Low,20.0,5.0
PYRA-SAC,PYRA,HEALTH CENTER,May,YES,URBAN,5.0,49.0,81.0,83,45.0,0.8,Critical,54.0,33.0
ITN,PREV,HEALTH CENTER,August,YES,URBAN,516.0,163.0,246.0,466,858.0,4.7,Adequate,183.0,1121.0
ART-INJ,ART,HOSPITAL,August,YES,RURAL,1007.0,4.0,338.0,322,1071.0,3.9,Adequate,277.0,138.0
ART-SUP,ART,HEALTH CENTER,August,YES,RURAL,0.0,234.0,1.0,187,15.0,,Unknown,0.0,2.0
ACT-GC,ACT,HEALTH CENTER,May,YES,URBAN,132.0,1.0,9.0,-314,272.0,30.2,Overstock,9.0,3.0
ACT-INF,ACT,HEALTH CENTER,November,NO,RURAL,303.0,102.0,217.0,430,1354.0,28.8,Overstock,47.0,932.0
ACT-AD,ACT,HEALTH CENTER,November,NO,RURAL,450.0,7.0,35.0,-435,363.0,11.3,Overstock,32.0,4.0
ART-INJ,ART,HEALTH CENTER,November,NO,RURAL,2247.0,215.0,266.0,169,1709.0,6.5,Overstock,261.0,0.0
ACT-INF,ACT,HEALTH CENTER,February,NO,RURAL,1203.0,378.0,183.0,-674,1131.0,23.6,Overstock,48.0,6.0
PYRA-SAC,PYRA,HEALTH CENTER,February,NO,RURAL,94.0,64.0,21.0,-136,9.0,1.0,Critical,9.0,0.0
ITN,PREV,HEALTH CENTER,February,NO,RURAL,183.0,18.0,62.0,-249,122.0,7.2,Overstock,17.0,84.0
ART-INJ,ART,HOSPITAL,November,NO,RURAL,1171.0,118.0,668.0,-156,2045.0,4.8,Adequate,424.0,20.0
ACT-AD,ACT,HEALTH CENTER,February,NO,RURAL,2112.0,357.0,333.0,-403,3197.0,18.9,Overstock,169.0,57.0
QUIN,SP,HEALTH CENTER,August,YES,URBAN,187.0,91.0,146.0,37,120.0,0.6,Critical,205.0,811.0
SP,SP,HEALTH CENTER,November,NO,URBAN,1784.0,230.0,1098.0,260,2859.0,5.7,Overstock,503.0,4.0
PYRA-SAC,PYRA,HEALTH CENTER,November,NO,RURAL,11.0,104.0,48.0,-59,37.0,0.2,Critical,200.0,248.0
PYRA-COMP,PYRA,HEALTH CENTER,May,YES,URBAN,1706.0,1.0,70.0,-645,528.0,26.4,Overstock,20.0,0.0
ACT-INF,ACT,HEALTH CENTER,August,YES,URBAN,1527.0,0.0,442.0,-128,4349.0,32.2,Overstock,135.0,4.0
ACT-INF,ACT,HEALTH CENTER,August,YES,RURAL,1.0,894.0,75.0,400,160.0,2.7,Low,60.0,29.0
PYRA-SAC,PYRA,HEALTH CENTER,November,NO,URBAN,3927.0,91.0,567.0,283,3354.0,5.1,Overstock,652.0,1.0
ART-INJ,ART,HOSPITAL,February,NO,URBAN,1076.0,0.0,171.0,-524,854.0,14.7,Overstock,58.0,299.0
PYRA-COMP,PYRA,HEALTH CENTER,August,YES,RURAL,1103.0,140.0,631.0,-391,2145.0,5.2,Overstock,415.0,4.0
ART-SUP,ART,HEALTH CENTER,February,NO,RURAL,424.0,19.0,34.0,-404,39.0,9.8,Overstock,4.0,159.0
PYRA-COMP,PYRA,HEALTH CENTER,February,NO,RURAL,3298.0,9.0,894.0,303,499.0,2.7,Low,184.0,11483.0
PYRA-SAC,PYRA,HEALTH CENTER,August,YES,RURAL,635.0,74.0,83.0,-214,728.0,25.1,Overstock,29.0,0.0
ACT-AD,ACT,HEALTH CENTER,August,YES,URBAN,1305.0,63.0,563.0,483,1890.0,4.9,Adequate,389.0,1.0
RDT,DIAG,HEALTH CENTER,November,NO,RURAL,2039.0,24.0,841.0,-120,2800.0,9.4,Overstock,299.0,0.0
ART-INJ,ART,HEALTH CENTER,February,NO,URBAN,3820.0,2.0,787.0,-285,4907.0,8.0,Overstock,617.0,454.0
SP,SP,HEALTH CENTER,August,YES,RURAL,1118.0,2.0,121.0,-712,274.0,0.9,Critical,308.0,1090.0
PYRA-SAC,PYRA,HEALTH CENTER,August,YES,RURAL,1983.0,0.0,474.0,-450,311.0,3.6,Adequate,86.0,284.0
ART-INJ,ART,HEALTH CENTER,February,NO,RURAL,46.0,0.0,1.0,389,3.0,,Unknown,0.0,0.0
ACT-GC,ACT,HEALTH CENTER,November,NO,RURAL,4721.0,2549.0,808.0,-860,3301.0,7.3,Overstock,454.0,0.0
ACT-SC,ACT,HEALTH CENTER,February,NO,RURAL,3193.0,1314.0,1174.0,-317,2980.0,2.8,Low,1051.0,3315.0
ITN,PREV,HEALTH CENTER,November,NO,RURAL,128.0,324.0,18.0,290,658.0,658.0,Overstock,1.0,0.0
ACT-SC,ACT,HEALTH CENTER,May,YES,RURAL,3373.0,81.0,155.0,-864,1616.0,16.2,Overstock,100.0,64.0
ART-INJ,ART,HOSPITAL,May,YES,URBAN,508.0,110.0,227.0,112,961.0,8.5,Overstock,113.0,3.0
PYRA-COMP,PYRA,HEALTH CENTER,November,NO,RURAL,671.0,133.0,248.0,27,89.0,0.3,Critical,340.0,205.0
SP,SP,HEALTH CENTER,February,NO,RURAL,232.0,126.0,154.0,33,482.0,2.4,Low,203.0,0.0
RDT,DIAG,HEALTH CENTER,February,NO,URBAN,33.0,19.0,22.0,378,299.0,17.6,Overstock,17.0,201.0
ACT-SC,ACT,HOSPITAL,November,NO,RURAL,3833.0,3409.0,1209.0,434,4295.0,4.4,Adequate,987.0,1359.0
RDT,DIAG,HEALTH CENTER,November,NO,URBAN,64.0,0.0,6.0,836,20.0,0.5,Critical,43.0,0.0
ACT-SC,ACT,HEALTH CENTER,August,YES,URBAN,513.0,31.0,434.0,-283,1471.0,6.3,Overstock,232.0,181.0
QUIN,SP,HEALTH CENTER,February,NO,RURAL,280.0,11.0,140.0,751,49.0,0.2,Critical,232.0,9.0
ART-INJ,ART,HEALTH CENTER,May,YES,URBAN,710.0,77.0,457.0,254,1297.0,3.7,Adequate,350.0,0.0
ART-INJ,ART,HEALTH CENTER,November,NO,URBAN,1103.0,34.0,202.0,-282,162.0,0.3,Critical,551.0,149.0
ACT-GC,ACT,HEALTH CENTER,November,NO,RURAL,1558.0,32.0,588.0,247,424.0,1.0,Critical,413.0,995.0
QUIN,SP,HEALTH CENTER,May,YES,URBAN,1270.0,5.0,430.0,461,2047.0,9.7,Overstock,211.0,271.0
ACT-INF,ACT,HEALTH CENTER,May,YES,RURAL,2006.0,1.0,511.0,103,601.0,2.0,Low,295.0,337.0
ACT-AD,ACT,HEALTH CENTER,February,NO,URBAN,1178.0,1553.0,407.0,177,992.0,1.1,Low,903.0,1674.0
ART-INJ,ART,HEALTH CENTER,November,NO,RURAL,1172.0,180.0,772.0,717,1058.0,1.1,Low,977.0,3861.0
ACT-INF,ACT,HEALTH CENTER,August,YES,RURAL,169.0,0.0,7.0,-255,1.0,0.1,Critical,14.0,2265.0
ACT-AD,ACT,HEALTH CENTER,August,YES,URBAN,207.0,16.0,50.0,875,1086.0,16.7,Overstock,65.0,1.0
PYRA-COMP,PYRA,HEALTH CENTER,November,NO,RURAL,1083.0,38.0,98.0,199,559.0,46.6,Overstock,12.0,106.0
ITN,PREV,HEALTH CENTER,November,NO,URBAN,635.0,0.0,318.0,-566,457.0,1.0,Critical,441.0,269.0
QUIN,SP,HEALTH CENTER,November,NO,RURAL,4697.0,88.0,1171.0,52,2729.0,1.8,Low,1546.0,246.0
ART-INJ,ART,HEALTH CENTER,May,YES,RURAL,839.0,28.0,388.0,576,483.0,1.0,Critical,503.0,415.0
ACT-GC,ACT,HEALTH CENTER,February,NO,RURAL,148.0,0.0,8.0,-49,803.0,803.0,Overstock,1.0,5.0
PYRA-SAC,PYRA,HEALTH CENTER,May,YES,URBAN,2733.0,339.0,489.0,-122,1121.0,2.0,Low,553.0,2127.0
ACT-INF,ACT,HEALTH CENTER,November,NO,URBAN,21.0,122.0,302.0,10,235.0,0.5,Critical,489.0,4080.0
ACT-SC,ACT,HEALTH CENTER,August,YES,RURAL,999.0,0.0,735.0,32,505.0,1.0,Critical,521.0,0.0
ACT-SC,ACT,HEALTH CENTER,May,YES,RURAL,393.0,1.0,211.0,78,190.0,1.9,Low,101.0,468.0
ART-INJ,ART,HEALTH CENTER,May,YES,URBAN,156.0,130.0,22.0,-259,226.0,14.1,Overstock,16.0,274.0
ACT-GC,ACT,HEALTH CENTER,August,YES,RURAL,444.0,9.0,58.0,33,334.0,23.9,Overstock,14.0,5.0
ITN,PREV,HEALTH CENTER,November,NO,URBAN,611.0,123.0,281.0,-104,1040.0,3.3,Adequate,315.0,0.0
QUIN,SP,HEALTH CENTER,February,NO,RURAL,6945.0,85.0,555.0,386,5913.0,24.2,Overstock,244.0,0.0
ACT-AD,ACT,HEALTH CENTER,August,YES,RURAL,47.0,310.0,282.0,-438,108.0,1.7,Low,64.0,0.0
ACT-SC,ACT,HEALTH CENTER,August,YES,RURAL,2064.0,1511.0,584.0,446,4571.0,5.4,Overstock,844.0,360.0
ACT-GC,ACT,HEALTH CENTER,November,NO,RURAL,1674.0,0.0,520.0,-561,312.0,0.7,Critical,442.0,1465.0
PYRA-SAC,PYRA,HEALTH CENTER,August,YES,URBAN,2920.0,0.0,255.0,1178,828.0,4.4,Adequate,188.0,580.0
PYRA-SAC,PYRA,HEALTH CENTER,August,YES,RURAL,103.0,1175.0,48.0,-214,1113.0,44.5,Overstock,25.0,113.0
ITN,PREV,HEALTH CENTER,August,YES,URBAN,533.0,0.0,40.0,410,574.0,47.8,Overstock,12.0,0.0
SP,SP,HEALTH CENTER,May,YES,URBAN,178.0,122.0,38.0,258,170.0,2.6,Low,65.0,76.0
ACT-INF,ACT,HEALTH CENTER,February,NO,RURAL,1014.0,160.0,566.0,-141,781.0,2.1,Low,371.0,1449.0
ART-SUP,ART,HEALTH CENTER,August,YES,RURAL,2860.0,66.0,621.0,168,1746.0,2.6,Low,677.0,2413.0
ACT-SC,ACT,HEALTH CENTER,November,NO,RURAL,2918.0,0.0,217.0,480,3868.0,27.8,Overstock,139.0,0.0
SP,SP,HOSPITAL,May,YES,URBAN,1640.0,4.0,260.0,124,1238.0,8.2,Overstock,151.0,1036.0
ACT-GC,ACT,HEALTH CENTER,May,YES,RURAL,0.0,0.0,0.0,-1,1.0,,Unknown,0.0,23.0
QUIN,SP,HEALTH CENTER,August,YES,URBAN,1124.0,0.0,101.0,100,210.0,1.7,Low,125.0,1476.0
ACT-SC,ACT,HEALTH CENTER,May,YES,RURAL,2474.0,842.0,457.0,24,3753.0,8.0,Overstock,468.0,861.0
SP,SP,HEALTH CENTER,August,YES,URBAN,73.0,0.0,7.0,-937,69.0,8.6,Overstock,8.0,998.0
PYRA-COMP,PYRA,HEALTH CENTER,November,NO,URBAN,8.0,116.0,42.0,-582,42.0,6.0,Overstock,7.0,7.0
ACT-GC,ACT,HEALTH CENTER,May,YES,RURAL,1358.0,67.0,471.0,-625,1177.0,2.4,Low,482.0,1359.0
ACT-GC,ACT,HEALTH CENTER,February,NO,URBAN,322.0,0.0,33.0,485,175.0,8.8,Overstock,20.0,269.0
RDT,DIAG,HEALTH CENTER,May,YES,RURAL,1344.0,80.0,283.0,-385,298.0,2.4,Low,122.0,1534.0
