product_primary_name,processing_periods_name,facility_type_name,beginning_balance,quantity_received,quantity_dispensed,stock_in_hand,quantity_requested,quantity_approved,total_losses_and_adjustments,amc,pack_size,zone,dispensing_unit,diff
ACT-GC,2025-11-01,HEALTH CENTER,255.0,6.0,176.0,189.0,,0.0,-249,26.0,30,DISTRICT5,BLISTER,0.0
ACT-SC,2024-05-01,HEALTH CENTER,2067.0,0.0,91.0,1012.0,,24.0,-173,13.0,30,DISTRICT24,BLISTER,24.0
ITN,2025-08-01,HEALTH CENTER,1220.0,5177.0,453.0,1261.0,,4.0,-397,590.0,50,DISTRICT12,PIECE,4.0
ACT-INF,2024-11-01,HEALTH CENTER,172.0,45.0,271.0,1095.0,,175.0,-334,241.0,30,DISTRICT28,BLISTER,175.0
ACT-INF,2025-02-01,HEALTH CENTER,4094.0,1.0,570.0,2752.0,,257.0,-699,387.0,30,DISTRICT12,BLISTER,257.0
QUIN,2024-05-01,HEALTH CENTER,46.0,0.0,421.0,117.0,,35.0,-287,448.0,1000,DISTRICT31,TABLET,35.0
ACT-AD,2025-11-01,HEALTH CENTER,41.0,1.0,42.0,61.0,,4.0,-752,5.0,30,DISTRICT2,BLISTER,4.0
ACT-INF,2024-11-01,HEALTH CENTER,720.0,0.0,195.0,442.0,,217.0,-810,35.0,30,DISTRICT35,BLISTER,217.0
ACT-SC,2024-08-01,HEALTH CENTER,24.0,116.0,77.0,355.0,,298.0,2,27.0,30,DISTRICT36,BLISTER,298.0
RDT,2024-11-01,HEALTH CENTER,1539.0,16.0,277.0,378.0,2578.0,170.0,-45,106.0,25,DISTRICT23,PIECE,-2408.0
SP,2025-02-01,HEALTH CENTER,826.0,64.0,425.0,1557.0,,72.0,-259,264.0,1000,DISTRICT23,TABLET,72.0
ACT-INF,2024-11-01,HEALTH CENTER,1738.0,50.0,309.0,3132.0,374.0,17.0,237,310.0,30,DISTRICT33,BLISTER,-357.0
QUIN,2025-11-01,DISTRICT HOSPITAL,480.0,1.0,18.0,781.0,,0.0,172,9.0,1000,DISTRICT36,TABLET,0.0
PYRA-COMP,2025-05-01,HEALTH CENTER,23.0,0.0,56.0,1.0,,6.0,-132,61.0,1,DISTRICT38,TABLET,6.0
ACT-SC,2025-02-01,HEALTH CENTER,51.0,0.0,52.0,45.0,1125.0,822.0,-288,134.0,30,DISTRICT9,BLISTER,-303.0
ACT-INF,2025-08-01,HEALTH CENTER,3251.0,109.0,242.0,3749.0,,0.0,-263,74.0,30,DISTRICT25,BLISTER,0.0
ACT-INF,2025-11-01,HEALTH CENTER,4414.0,0.0,472.0,2071.0,,1876.0,-347,601.0,30,DISTRICT17,BLISTER,1876.0
ART-SUP,2025-02-01,HEALTH CENTER,2084.0,1120.0,1255.0,989.0,,0.0,-120,484.0,2,DISTRICT6,CAPSULE,0.0
ACT-INF,2025-08-01,HEALTH CENTER,75.0,0.0,25.0,34.0,,2041.0,252,52.0,30,DISTRICT16,BLISTER,2041.0
ACT-GC,2025-08-01,HEALTH CENTER,4300.0,784.0,1534.0,4665.0,912.0,1284.0,355,2188.0,30,DISTRICT24,BLISTER,372.0
ART-INJ,2024-11-01,HEALTH CENTER,15.0,0.0,8.0,36.0,769.0,1.0,279,0.0,5,DISTRICT31,VIAL,-768.0
ACT-GC,2024-05-01,HEALTH CENTER,4000.0,2.0,885.0,5314.0,,1014.0,-94,1144.0,30,DISTRICT29,BLISTER,1014.0
ACT-GC,2024-05-01,HEALTH CENTER,11.0,0.0,1.0,1.0,,1.0,-391,0.0,30,DISTRICT30,BLISTER,1.0
ACT-INF,2025-02-01,HEALTH CENTER,352.0,87.0,213.0,804.0,,19.0,-899,392.0,30,DISTRICT25,BLISTER,19.0
PYRA-SAC,2024-11-01,HEALTH CENTER,707.0,502.0,307.0,4082.0,,5.0,856,254.0,1,DISTRICT36,SACHET,5.0
ART-INJ,2025-02-01,HEALTH CENTER,246.0,2.0,16.0,134.0,,0.0,-382,3.0,5,DISTRICT16,VIAL,0.0
ACT-SC,2024-05-01,NATIONAL HOSPITAL,22.0,177.0,180.0,59.0,,2520.0,653,200.0,30,DISTRICT24,BLISTER,2520.0
QUIN,2024-08-01,HEALTH CENTER,765.0,0.0,39.0,599.0,646.0,234.0,146,41.0,1000,DISTRICT17,TABLET,-412.0
ART-SUP,2025-02-01,HEALTH CENTER,4798.0,0.0,1453.0,4451.0,,967.0,-28,1108.0,2,DISTRICT15,CAPSULE,967.0
PYRA-COMP,2024-08-01,HEALTH CENTER,486.0,15.0,85.0,263.0,421.0,73.0,43,28.0,1,DISTRICT36,TABLET,-348.0
RDT,2025-11-01,HEALTH CENTER,146.0,0.0,31.0,208.0,,0.0,324,31.0,25,DISTRICT3,PIECE,0.0
QUIN,2025-08-01,HEALTH CENTER,2235.0,3.0,195.0,2263.0,,25.0,209,191.0,1000,DISTRICT13,TABLET,25.0
PYRA-COMP,2025-11-01,DISTRICT HOSPITAL,571.0,0.0,148.0,293.0,,0.0,-245,77.0,1,DISTRICT29,TABLET,0.0
RDT,2024-05-01,HEALTH CENTER,1139.0,0.0,17.0,738.0,,0.0,-177,0.0,25,DISTRICT31,PIECE,0.0
ITN,2025-11-01,HEALTH CENTER,1230.0,1036.0,501.0,1278.0,,1888.0,-208,421.0,50,DISTRICT29,PIECE,1888.0
ACT-SC,2025-08-01,HEALTH CENTER,839.0,7.0,204.0,191.0,,3028.0,-387,237.0,30,DISTRICT14,BLISTER,3028.0
RDT,2025-05-01,HEALTH CENTER,766.0,0.0,11.0,232.0,,0.0,-144,11.0,25,DISTRICT28,PIECE,0.0
ART-INJ,2025-05-01,HEALTH CENTER,1131.0,14.0,413.0,158.0,,3.0,149,445.0,5,DISTRICT29,VIAL,3.0
ART-SUP,2024-08-01,HEALTH CENTER,240.0,812.0,410.0,812.0,,0.0,617,145.0,2,DISTRICT7,CAPSULE,0.0
ART-SUP,2024-02-01,HEALTH CENTER,719.0,53.0,400.0,821.0,,40.0,610,293.0,2,DISTRICT1,CAPSULE,40.0
ART-INJ,2024-05-01,HEALTH CENTER,5.0,0.0,83.0,4.0,,1105.0,765,12.0,5,DISTRICT16,VIAL,1105.0
ITN,2025-11-01,HEALTH CENTER,2905.0,1.0,541.0,697.0,,1159.0,-637,429.0,50,DISTRICT19,PIECE,1159.0
RDT,2024-02-01,HEALTH CENTER,342.0,854.0,29.0,463.0,691.0,604.0,171,24.0,25,DISTRICT30,PIECE,-87.0
ART-INJ,2024-05-01,HEALTH CENTER,12.0,0.0,17.0,7.0,,0.0,241,2.0,5,DISTRICT22,VIAL,0.0
ACT-AD,2025-08-01,HEALTH CENTER,6410.0,158.0,688.0,4380.0,,0.0,-15,798.0,30,DISTRICT11,BLISTER,0.0
RDT,2024-02-01,NATIONAL HOSPITAL,1194.0,291.0,324.0,2211.0,,0.0,-966,121.0,25,DISTRICT16,PIECE,0.0
ACT-SC,2024-02-01,HEALTH CENTER,1432.0,19.0,619.0,712.0,659.0,7385.0,336,223.0,30,DISTRICT6,BLISTER,6726.0
RDT,2024-08-01,HEALTH CENTER,492.0,0.0,152.0,206.0,,759.0,-246,86.0,25,DISTRICT33,PIECE,759.0
ITN,2024-02-01,REGIONAL HOSPITAL,397.0,0.0,227.0,132.0,,0.0,537,147.0,50,DISTRICT10,PIECE,0.0
ACT-INF,2025-02-01,HEALTH CENTER,258.0,302.0,189.0,1224.0,562.0,911.0,-926,126.0,30,DISTRICT25,BLISTER,349.0
ACT-SC,2025-11-01,HEALTH CENTER,469.0,0.0,49.0,1201.0,,371.0,-168,23.0,30,DISTRICT25,BLISTER,371.0
QUIN,2025-02-01,DISTRICT HOSPITAL,259.0,23.0,180.0,1325.0,,1.0,-226,123.0,1000,DISTRICT26,TABLET,1.0
RDT,2025-02-01,HEALTH CENTER,498.0,1.0,81.0,171.0,,6.0,-55,16.0,25,DISTRICT1,PIECE,6.0
PYRA-COMP,2025-11-01,HEALTH CENTER,3766.0,69.0,1193.0,3234.0,2594.0,99.0,-560,479.0,1,DISTRICT14,TABLET,-2495.0
ITN,2024-05-01,REGIONAL HOSPITAL,2478.0,0.0,176.0,721.0,,0.0,-104,149.0,50,DISTRICT9,PIECE,0.0
ART-SUP,2024-05-01,HEALTH CENTER,140.0,2.0,107.0,732.0,1575.0,112.0,-310,64.0,2,DISTRICT29,CAPSULE,-1463.0
ART-INJ,2025-08-01,HEALTH CENTER,1148.0,94.0,112.0,908.0,1056.0,37.0,272,49.0,5,DISTRICT1,VIAL,-1019.0
ART-INJ,2025-11-01,HEALTH CENTER,3954.0,0.0,1385.0,1369.0,,712.0,348,1521.0,5,DISTRICT2,VIAL,712.0
ACT-AD,2024-05-01,HEALTH CENTER,4119.0,412.0,1061.0,2115.0,,8.0,813,1200.0,30,DISTRICT7,BLISTER,8.0
SP,2024-02-01,HEALTH CENTER,7328.0,38.0,1425.0,10295.0,,1075.0,-246,1154.0,1000,DISTRICT33,TABLET,1075.0
ART-INJ,2025-11-01,HEALTH CENTER,1555.0,451.0,785.0,1538.0,,1.0,598,440.0,5,DISTRICT11,VIAL,1.0
ACT-AD,2025-08-01,HEALTH CENTER,3621.0,155.0,1385.0,5268.0,1578.0,8.0,-675,1214.0,30,DISTRICT35,BLISTER,-1570.0
ACT-SC,2025-11-01,HEALTH CENTER,2729.0,0.0,346.0,1106.0,,109.0,106,295.0,30,DISTRICT35,BLISTER,109.0
ACT-AD,2025-08-01,HEALTH CENTER,3368.0,38.0,330.0,2779.0,,774.0,-154,249.0,30,DISTRICT3,BLISTER,774.0
SP,2024-05-01,NATIONAL HOSPITAL,1222.0,10.0,182.0,1949.0,,1.0,342,185.0,1000,DISTRICT19,TABLET,1.0
RDT,2025-08-01,HEALTH CENTER,1311.0,0.0,193.0,865.0,,829.0,-66,251.0,25,DISTRICT20,PIECE,829.0
SP,2024-11-01,HEALTH CENTER,2936.0,0.0,79.0,1072.0,,0.0,204,41.0,1000,DISTRICT31,TABLET,0.0
ACT-AD,2025-08-01,HEALTH CENTER,1062.0,1134.0,93.0,914.0,383.0,437.0,-63,24.0,30,DISTRICT29,BLISTER,54.0
QUIN,2024-05-01,HEALTH CENTER,1130.0,0.0,485.0,1017.0,,1052.0,844,409.0,1000,DISTRICT31,TABLET,1052.0
RDT,2024-11-01,HEALTH CENTER,43.0,659.0,56.0,620.0,,0.0,-619,15.0,25,DISTRICT28,PIECE,0.0
ITN,2025-05-01,HEALTH CENTER,3.0,2.0,14.0,36.0,,1.0,-111,2.0,50,DISTRICT3,PIECE,1.0
SP,2024-08-01,HEALTH CENTER,184.0,214.0,21.0,724.0,,0.0,-474,9.0,1000,DISTRICT25,TABLET,0.0
ACT-AD,2025-05-01,HEALTH CENTER,2991.0,182.0,278.0,4121.0,,0.0,-74,123.0,30,DISTRICT16,BLISTER,0.0
ACT-GC,2024-02-01,HEALTH CENTER,2454.0,0.0,162.0,417.0,,1073.0,-912,202.0,30,DISTRICT10,BLISTER,1073.0
QUIN,2025-02-01,HEALTH CENTER,312.0,160.0,26.0,374.0,,88.0,448,19.0,1000,DISTRICT22,TABLET,88.0
ART-SUP,2025-05-01,HEALTH CENTER,24.0,1262.0,26.0,115.0,,11.0,-216,52.0,2,DISTRICT13,CAPSULE,11.0
QUIN,2025-02-01,HEALTH CENTER,5913.0,30.0,1229.0,4515.0,,0.0,-199,1123.0,1000,DISTRICT2,TABLET,0.0
ACT-GC,2024-08-01,HEALTH CENTER,80.0,7.0,103.0,240.0,,94.0,41,127.0,30,DISTRICT36,BLISTER,94.0
ACT-AD,2024-05-01,HEALTH CENTER,5266.0,57.0,840.0,3187.0,,65.0,266,597.0,30,DISTRICT12,BLISTER,65.0
PYRA-COMP,2025-11-01,HEALTH CENTER,341.0,201.0,129.0,1718.0,,0.0,-186,16.0,1,DISTRICT2,TABLET,0.0
ACT-GC,2024-05-01,HEALTH CENTER,1073.0,232.0,419.0,1039.0,1164.0,6367.0,458,410.0,30,DISTRICT9,BLISTER,5203.0
ART-INJ,2025-05-01,HEALTH CENTER,438.0,39.0,126.0,599.0,,1791.0,-44,71.0,5,DISTRICT33,VIAL,1791.0
ART-INJ,2024-11-01,HEALTH CENTER,149.0,0.0,463.0,169.0,,106.0,124,264.0,5,DISTRICT32,VIAL,106.0
ACT-SC,2024-02-01,HEALTH CENTER,262.0,147.0,39.0,308.0,768.0,0.0,-230,5.0,30,DISTRICT14,BLISTER,-768.0
SP,2024-02-01,HEALTH CENTER,93.0,0.0,59.0,361.0,,0.0,181,9.0,1000,DISTRICT25,TABLET,0.0
QUIN,2025-05-01,HEALTH CENTER,8.0,0.0,39.0,27.0,,617.0,895,67.0,1000,DISTRICT6,TABLET,617.0
QUIN,2024-08-01,HEALTH CENTER,174.0,0.0,237.0,136.0,,1742.0,25,144.0,1000,DISTRICT32,TABLET,1742.0
PYRA-COMP,2025-02-01,HEALTH CENTER,0.0,225.0,1.0,2.0,,1.0,-188,1.0,1,DISTRICT32,TABLET,1.0
ART-SUP,2025-08-01,HEALTH CENTER,757.0,52.0,47.0,434.0,,39.0,-376,20.0,2,DISTRICT30,CAPSULE,39.0
PYRA-SAC,2025-08-01,HEALTH CENTER,376.0,2.0,281.0,571.0,1395.0,3.0,-150,207.0,1,DISTRICT20,SACHET,-1392.0
ART-INJ,2025-05-01,HEALTH CENTER,1309.0,144.0,343.0,4257.0,,1.0,-733,82.0,5,DISTRICT8,VIAL,1.0
ACT-AD,2025-08-01,NATIONAL HOSPITAL,1757.0,29.0,106.0,865.0,,5.0,176,60.0,30,DISTRICT28,BLISTER,5.0
ART-SUP,2024-05-01,DISTRICT HOSPITAL,16.0,303.0,1.0,17.0,,0.0,633,2.0,2,DISTRICT12,CAPSULE,0.0
ART-INJ,2025-11-01,HEALTH CENTER,370.0,0.0,39.0,1033.0,,0.0,682,17.0,5,DISTRICT29,VIAL,0.0
PYRA-COMP,2024-08-01,HEALTH CENTER,34.0,16.0,6.0,22.0,,347.0,-24,3.0,1,DISTRICT33,TABLET,347.0
ACT-GC,2024-08-01,HEALTH CENTER,97.0,0.0,258.0,13.0,,13.0,685,100.0,30,DISTRICT1,BLISTER,13.0
ACT-SC,2024-11-01,HEALTH CENTER,3355.0,11.0,1133.0,1868.0,,829.0,-52,665.0,30,DISTRICT3,BLISTER,829.0
PYRA-COMP,2025-11-01,HEALTH CENTER,280.0,311.0,27.0,982.0,1515.0,1301.0,53,29.0,1,DISTRICT20,TABLET,-214.0
ACT-INF,2024-05-01,HEALTH CENTER,2159.0,1.0,918.0,1081.0,,2755.0,129,1043.0,30,DISTRICT30,BLISTER,2755.0
ART-INJ,2025-02-01,HEALTH CENTER,1458.0,615.0,330.0,1505.0,,2424.0,61,289.0,5,DISTRICT31,VIAL,2424.0
ACT-GC,2024-02-01,HEALTH CENTER,101.0,99.0,27.0,361.0,,238.0,298,34.0,30,DISTRICT4,BLISTER,238.0
SP,2025-05-01,HEALTH CENTER,366.0,35.0,46.0,69.0,,1.0,157,4.0,1000,DISTRICT28,TABLET,1.0
ART-SUP,2024-11-01,HEALTH CENTER,267.0,0.0,118.0,148.0,,461.0,-294,251.0,2,DISTRICT30,CAPSULE,461.0
QUIN,2025-11-01,HEALTH CENTER,97.0,3.0,58.0,105.0,,1561.0,-142,44.0,1000,DISTRICT3,TABLET,1561.0
PYRA-SAC,2024-11-01,HEALTH CENTER,3821.0,0.0,195.0,1735.0,,0.0,541,97.0,1,DISTRICT36,SACHET,0.0
ITN,2025-08-01,HEALTH CENTER,1.0,0.0,0.0,1.0,,255.0,-95,0.0,50,DISTRICT30,PIECE,255.0
ACT-AD,2025-05-01,HEALTH CENTER,2801.0,257.0,1044.0,2619.0,1105.0,659.0,-520,306.0,30,DISTRICT13,BLISTER,-446.0
ACT-AD,2025-02-01,HEALTH CENTER,533.0,39.0,576.0,898.0,,1428.0,219,861.0,30,DISTRICT7,BLISTER,1428.0
PYRA-SAC,2025-08-01,HEALTH CENTER,798.0,33.0,90.0,342.0,,0.0,-222,4.0,1,DISTRICT37,SACHET,0.0
ACT-SC,2025-05-01,HEALTH CENTER,2775.0,4.0,825.0,932.0,,108.0,297,418.0,30,DISTRICT26,BLISTER,108.0
PYRA-SAC,2024-08-01,HEALTH CENTER,127.0,54.0,26.0,320.0,2397.0,48.0,-720,5.0,1,DISTRICT16,SACHET,-2349.0
RDT,2025-05-01,HEALTH CENTER,491.0,45.0,273.0,965.0,,0.0,586,184.0,25,DISTRICT5,PIECE,0.0
SP,2025-02-01,HEALTH CENTER,797.0,211.0,341.0,1464.0,934.0,7.0,-765,246.0,1000,DISTRICT15,TABLET,-927.0
ART-INJ,2025-05-01,DISTRICT HOSPITAL,1039.0,9.0,802.0,2906.0,,21.0,-370,689.0,5,DISTRICT25,VIAL,21.0
PYRA-COMP,2024-05-01,HEALTH CENTER,81.0,0.0,10.0,59.0,,34.0,365,0.0,1,DISTRICT29,TABLET,34.0
SP,2024-11-01,HEALTH CENTER,10.0,0.0,47.0,133.0,,0.0,-432,3.0,1000,DISTRICT32,TABLET,0.0
ART-SUP,2024-05-01,HEALTH CENTER,1229.0,0.0,139.0,1693.0,,31.0,-119,126.0,2,DISTRICT20,CAPSULE,31.0
PYRA-COMP,2024-02-01,HEALTH CENTER,1.0,162.0,1.0,8.0,,0.0,128,0.0,1,DISTRICT31,TABLET,0.0
ACT-INF,2024-05-01,HEALTH CENTER,4334.0,0.0,584.0,3016.0,,2.0,616,308.0,30,DISTRICT31,BLISTER,2.0
ACT-INF,2025-11-01,HEALTH CENTER,60.0,11.0,28.0,405.0,476.0,0.0,-79,38.0,30,DISTRICT36,BLISTER,-476.0
ACT-SC,2024-02-01,HEALTH CENTER,985.0,0.0,123.0,58.0,,3.0,-92,103.0,30,DISTRICT22,BLISTER,3.0
ACT-GC,2025-02-01,HEALTH CENTER,1171.0,0.0,458.0,780.0,,2.0,377,295.0,30,DISTRICT28,BLISTER,2.0
ART-INJ,2024-08-01,HEALTH CENTER,50.0,0.0,15.0,162.0,,0.0,461,3.0,5,DISTRICT36,VIAL,0.0
ART-SUP,2024-08-01,HEALTH CENTER,44.0,216.0,114.0,367.0,,0.0,329,15.0,2,DISTRICT1,CAPSULE,0.0
RDT,2025-11-01,HEALTH CENTER,719.0,394.0,403.0,1384.0,,1040.0,405,131.0,25,DISTRICT32,PIECE,1040.0
ACT-GC,2024-11-01,HEALTH CENTER,6969.0,0.0,465.0,5232.0,,1.0,66,129.0,30,DISTRICT8,BLISTER,1.0
ACT-GC,2025-05-01,DISTRICT HOSPITAL,911.0,61.0,281.0,1762.0,,0.0,411,174.0,30,DISTRICT13,BLISTER,0.0
ART-SUP,2025-08-01,HEALTH CENTER,1680.0,1.0,382.0,1031.0,,3.0,587,194.0,2,DISTRICT31,CAPSULE,3.0
RDT,2025-05-01,HEALTH CENTER,1382.0,16.0,344.0,911.0,,1.0,-99,158.0,25,DISTRICT19,PIECE,1.0
ITN,2025-05-01,HEALTH CENTER,5915.0,1458.0,1436.0,7859.0,,0.0,11,671.0,50,DISTRICT37,PIECE,0.0
PYRA-SAC,2025-02-01,HEALTH CENTER,1252.0,405.0,904.0,2365.0,,2.0,-244,547.0,1,DISTRICT20,SACHET,2.0
RDT,2025-08-01,DISTRICT HOSPITAL,2927.0,990.0,610.0,4615.0,,126.0,338,667.0,25,DISTRICT19,PIECE,126.0
ACT-GC,2025-11-01,HEALTH CENTER,2159.0,618.0,469.0,1190.0,1567.0,1077.0,519,1036.0,30,DISTRICT10,BLISTER,-490.0
ACT-INF,2024-02-01,HEALTH CENTER,1080.0,2.0,390.0,807.0,,0.0,136,70.0,30,DISTRICT25,BLISTER,0.0
ACT-INF,2024-11-01,DISTRICT HOSPITAL,1242.0,7.0,67.0,583.0,,223.0,607,221.0,30,DISTRICT32,BLISTER,223.0
ART-INJ,2024-02-01,HEALTH CENTER,1054.0,974.0,343.0,1073.0,,298.0,-964,56.0,5,DISTRICT23,VIAL,298.0
ACT-GC,2024-02-01,HEALTH CENTER,510.0,25.0,229.0,1291.0,1073.0,90.0,-165,56.0,30,DISTRICT18,BLISTER,-983.0
ACT-SC,2025-08-01,HEALTH CENTER,153.0,975.0,899.0,841.0,,13367.0,-594,384.0,30,DISTRICT11,BLISTER,13367.0
SP,2025-02-01,HEALTH CENTER,223.0,2.0,12.0,69.0,,4.0,-582,0.0,1000,DISTRICT38,TABLET,4.0
ACT-AD,2025-08-01,DISTRICT HOSPITAL,4771.0,0.0,713.0,3110.0,,2.0,177,299.0,30,DISTRICT5,BLISTER,2.0
SP,2024-02-01,HEALTH CENTER,727.0,4.0,90.0,475.0,,0.0,387,53.0,1000,DISTRICT32,TABLET,0.0
SP,2024-02-01,HEALTH CENTER,4341.0,0.0,531.0,555.0,,200.0,219,80.0,1000,DISTRICT24,TABLET,200.0
PYRA-SAC,2025-11-01,HEALTH CENTER,1093.0,91.0,522.0,988.0,,0.0,-448,463.0,1,DISTRICT32,SACHET,0.0
PYRA-SAC,2025-05-01,HEALTH CENTER,1165.0,8.0,261.0,974.0,1145.0,0.0,148,64.0,1,DISTRICT2,SACHET,-1145.0
ACT-AD,2025-11-01,DISTRICT HOSPITAL,6654.0,1157.0,2055.0,8391.0,1294.0,426.0,193,1683.0,30,DISTRICT23,BLISTER,-868.0
QUIN,2024-08-01,HEALTH CENTER,609.0,1.0,131.0,231.0,464.0,0.0,208,1.0,1000,DISTRICT9,TABLET,-464.0
ACT-SC,2025-02-01,HEALTH CENTER,108.0,87.0,168.0,37.0,,138.0,232,117.0,30,DISTRICT9,BLISTER,138.0
ACT-AD,2024-08-01,HEALTH CENTER,3099.0,636.0,1649.0,4345.0,,4603.0,-146,1268.0,30,DISTRICT22,BLISTER,4603.0
ACT-SC,2025-11-01,HEALTH CENTER,5963.0,254.0,982.0,8735.0,,0.0,32,845.0,30,DISTRICT13,BLISTER,0.0
ACT-SC,2025-02-01,HEALTH CENTER,2935.0,2.0,294.0,3654.0,1047.0,0.0,-152,73.0,30,DISTRICT36,BLISTER,-1047.0
ITN,2025-05-01,HEALTH CENTER,284.0,95.0,278.0,804.0,,113.0,345,185.0,50,DISTRICT27,PIECE,113.0
PYRA-COMP,2024-11-01,HEALTH CENTER,1470.0,13.0,648.0,2080.0,,11.0,69,587.0,1,DISTRICT19,TABLET,11.0
PYRA-SAC,2025-05-01,HEALTH CENTER,1922.0,215.0,265.0,808.0,,1663.0,-172,258.0,1,DISTRICT21,SACHET,1663.0
SP,2024-02-01,HEALTH CENTER,265.0,8.0,102.0,110.0,,1366.0,327,82.0,1000,DISTRICT16,TABLET,1366.0
ACT-AD,2025-08-01,HEALTH CENTER,5557.0,87.0,1583.0,4542.0,806.0,8707.0,434,1587.0,30,DISTRICT31,BLISTER,7901.0
ART-INJ,2025-05-01,HEALTH CENTER,3585.0,146.0,809.0,2737.0,,3612.0,-39,801.0,5,DISTRICT9,VIAL,3612.0
PYRA-SAC,2024-02-01,HEALTH CENTER,601.0,534.0,379.0,678.0,,1369.0,627,49.0,1,DISTRICT16,SACHET,1369.0
ACT-AD,2024-08-01,HEALTH CENTER,501.0,15.0,73.0,670.0,,931.0,48,44.0,30,DISTRICT29,BLISTER,931.0
ACT-GC,2025-11-01,HEALTH CENTER,81.0,43.0,12.0,116.0,247.0,11.0,234,13.0,30,DISTRICT8,BLISTER,-236.0
RDT,2025-02-01,HEALTH CENTER,911.0,11.0,95.0,422.0,,0.0,-47,22.0,25,DISTRICT24,PIECE,0.0
ACT-AD,2025-02-01,HEALTH CENTER,879.0,12.0,262.0,1012.0,,142.0,-183,57.0,30,DISTRICT25,BLISTER,142.0
QUIN,2025-11-01,HEALTH CENTER,2861.0,0.0,333.0,2611.0,,1.0,1,304.0,1000,DISTRICT18,TABLET,1.0
ACT-INF,2025-11-01,HEALTH CENTER,4265.0,6.0,617.0,3204.0,,279.0,773,711.0,30,DISTRICT28,BLISTER,279.0
QUIN,2024-02-01,HEALTH CENTER,239.0,0.0,43.0,342.0,,6.0,-990,33.0,1000,DISTRICT29,TABLET,6.0
QUIN,2025-05-01,HEALTH CENTER,3930.0,10.0,1079.0,2039.0,716.0,78.0,132,1234.0,1000,DISTRICT28,TABLET,-638.0
ACT-GC,2024-05-01,HEALTH CENTER,107.0,195.0,71.0,705.0,,140.0,-144,13.0,30,DISTRICT33,BLISTER,140.0
ART-INJ,2025-11-01,HEALTH CENTER,865.0,41.0,28.0,475.0,1262.0,0.0,-552,1.0,5,DISTRICT14,VIAL,-1262.0
ART-SUP,2024-05-01,HEALTH CENTER,233.0,1.0,25.0,39.0,,0.0,-1065,1.0,2,DISTRICT20,CAPSULE,0.0
ACT-INF,2025-08-01,HEALTH CENTER,22.0,2.0,14.0,127.0,,0.0,-376,32.0,30,DISTRICT28,BLISTER,0.0
PYRA-SAC,2024-08-01,HEALTH CENTER,360.0,15.0,18.0,332.0,,0.0,-207,2.0,1,DISTRICT13,SACHET,0.0
QUIN,2025-02-01,HEALTH CENTER,133.0,14.0,50.0,570.0,823.0,63.0,-365,6.0,1000,DISTRICT22,TABLET,-760.0
ART-SUP,2025-02-01,HEALTH CENTER,5436.0,220.0,772.0,3351.0,1329.0,21.0,646,372.0,2,DISTRICT20,CAPSULE,-1308.0
ART-INJ,2024-02-01,HEALTH CENTER,46.0,1.0,60.0,220.0,,17.0,-24,3.0,5,DISTRICT26,VIAL,17.0
ITN,2024-11-01,HEALTH CENTER,257.0,6.0,60.0,150.0,443.0,15.0,-9,20.0,50,DISTRICT33,PIECE,-428.0
ACT-AD,2024-11-01,HEALTH CENTER,2298.0,0.0,162.0,404.0,775.0,1445.0,-201,16.0,30,DISTRICT36,BLISTER,670.0
ACT-INF,2024-08-01,HEALTH CENTER,3180.0,54.0,1294.0,5495.0,,501.0,-406,1275.0,30,DISTRICT23,BLISTER,501.0
ITN,2025-11-01,HEALTH CENTER,2794.0,172.0,492.0,3763.0,,0.0,-527,463.0,50,DISTRICT32,PIECE,0.0
QUIN,2025-05-01,HEALTH CENTER,685.0,0.0,66.0,432.0,,1699.0,763,86.0,1000,DISTRICT30,TABLET,1699.0
ACT-GC,2024-08-01,HEALTH CENTER,251.0,2.0,36.0,90.0,,0.0,-459,10.0,30,DISTRICT29,BLISTER,0.0
QUIN,2025-02-01,HEALTH CENTER,93.0,132.0,67.0,1271.0,,12.0,608,104.0,1000,DISTRICT30,TABLET,12.0
ACT-AD,2025-08-01,DISTRICT HOSPITAL,216.0,276.0,8.0,111.0,,358.0,-150,10.0,30,DISTRICT15,BLISTER,358.0
ART-SUP,2024-05-01,HEALTH CENTER,72.0,37.0,96.0,249.0,636.0,22.0,379,10.0,2,DISTRICT21,CAPSULE,-614.0
ACT-INF,2024-08-01,HEALTH CENTER,684.0,6.0,73.0,560.0,,36.0,111,15.0,30,DISTRICT14,BLISTER,36.0
PYRA-SAC,2025-11-01,HEALTH CENTER,1516.0,0.0,385.0,564.0,1697.0,732.0,446,407.0,1,DISTRICT15,SACHET,-965.0
PYRA-COMP,2025-02-01,REGIONAL HOSPITAL,327.0,26.0,191.0,103.0,,4763.0,519,230.0,1,DISTRICT8,TABLET,4763.0
ACT-AD,2025-05-01,HEALTH CENTER,6.0,330.0,27.0,29.0,,0.0,241,3.0,30,DISTRICT31,BLISTER,0.0
ACT-INF,2024-08-01,HEALTH CENTER,1306.0,241.0,323.0,370.0,352.0,391.0,74,115.0,30,DISTRICT28,BLISTER,39.0
SP,2025-02-01,HEALTH CENTER,936.0,66.0,284.0,3575.0,,0.0,347,68.0,1000,DISTRICT28,TABLET,0.0
ART-INJ,2025-11-01,REGIONAL HOSPITAL,36.0,0.0,74.0,27.0,,24.0,211,29.0,5,DISTRICT19,VIAL,24.0
