,beginning_balance,quantity_received,quantity_dispensed,total_losses_and_adjustments,stock_in_hand,months_of_stock,amc,product_group_ART,product_group_DIAG,product_group_PREV,product_group_PYRA,product_group_SP,facility_type_HOSPITAL,reporting_month_February,reporting_month_May,reporting_month_November,zone_type_URBAN,High_Transmission_Preparation_YES,stock_status_Critical,stock_status_Low,stock_status_Overstock,stock_status_Stockout
3974,996.0,0.0,250.0,271,2811.0,6.4,438.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8217,3701.0,31.0,789.0,66,1248.0,2.4,529.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
5933,1189.0,134.0,544.0,-810,823.0,1.7,486.0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
1253,2515.0,2.0,219.0,-189,1705.0,18.5,92.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
7616,4333.0,26.0,648.0,-156,5098.0,7.9,648.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
6501,340.0,3.0,36.0,262,415.0,59.3,7.0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
6143,2181.0,0.0,209.0,-129,555.0,11.3,49.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4015,152.0,0.0,40.0,328,340.0,14.2,24.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3052,650.0,0.0,55.0,-1041,82.0,10.2,8.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
6346,2129.0,0.0,614.0,-116,2125.0,3.9,549.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
402,2617.0,0.0,475.0,182,1108.0,1.0,1084.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
5542,6769.0,289.0,930.0,531,7139.0,9.6,746.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6450,2011.0,49.0,356.0,-193,2348.0,7.5,314.0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0
8119,633.0,115.0,147.0,-361,1483.0,7.9,187.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1501,966.0,269.0,195.0,13,1387.0,15.4,90.0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
4445,249.0,2.0,156.0,338,537.0,3.1,176.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
6002,2585.0,65.0,401.0,38,3440.0,13.8,249.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
4617,604.0,1.0,112.0,885,2062.0,33.3,62.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
4454,84.0,0.0,58.0,-565,26.0,0.9,28.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
350,3333.0,25.0,326.0,-114,1322.0,3.8,350.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7109,92.0,10.0,46.0,388,217.0,27.1,8.0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
7028,2258.0,221.0,831.0,152,2272.0,5.4,422.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
5466,1325.0,56.0,128.0,-577,681.0,3.3,208.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3315,2636.0,80.0,414.0,673,4391.0,6.3,692.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5351,611.0,123.0,281.0,-104,1040.0,3.3,315.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
4683,697.0,3.0,99.0,175,2987.0,52.4,57.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
3025,3123.0,347.0,101.0,474,1999.0,17.7,113.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
8159,451.0,123.0,321.0,119,528.0,0.9,604.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
5807,127.0,2.0,59.0,675,263.0,3.6,74.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
8627,363.0,2.0,26.0,-217,192.0,96.0,2.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
6111,999.0,248.0,785.0,114,1630.0,3.3,494.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
8391,18.0,659.0,185.0,125,226.0,2.7,83.0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
3405,234.0,268.0,112.0,-65,1317.0,69.3,19.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
7601,605.0,0.0,431.0,551,694.0,2.7,253.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7225,193.0,0.0,10.0,-385,127.0,12.7,10.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1328,119.0,16.0,13.0,-161,457.0,228.5,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
6158,323.0,2.0,200.0,202,82.0,0.5,167.0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0
1629,173.0,33.0,127.0,70,389.0,2.3,169.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4188,1252.0,405.0,904.0,-244,2365.0,4.3,547.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
790,220.0,335.0,49.0,25,20.0,1.3,15.0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
987,2199.0,0.0,958.0,137,2438.0,7.1,342.0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
3960,578.0,0.0,98.0,22,1178.0,34.6,34.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
74,205.0,105.0,184.0,-22,175.0,87.5,2.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2530,856.0,0.0,40.0,-41,188.0,13.4,14.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
4097,719.0,53.0,400.0,610,821.0,2.8,293.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6045,1121.0,1.0,248.0,-409,1241.0,2.9,431.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
177,382.0,1711.0,292.0,-266,2080.0,19.4,107.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
7278,882.0,9.0,55.0,-200,59.0,1.8,33.0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
5229,2021.0,133.0,851.0,116,4032.0,5.5,730.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6972,191.0,0.0,216.0,306,434.0,2.5,172.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1387,6055.0,10.0,1248.0,-189,3912.0,4.0,971.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1973,5333.0,280.0,1107.0,129,4916.0,2.0,2511.0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
5970,1932.0,305.0,201.0,-888,853.0,6.9,124.0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
5651,934.0,0.0,87.0,-231,278.0,0.7,382.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
102,707.0,41.0,170.0,322,675.0,7.4,91.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2128,1447.0,0.0,43.0,-223,2098.0,15.8,133.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
5717,223.0,57.0,110.0,-379,1048.0,11.3,93.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1221,224.0,179.0,134.0,148,400.0,5.2,77.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6745,2.0,13.0,37.0,458,16.0,5.3,3.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7403,859.0,26.0,144.0,-244,792.0,8.7,91.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8342,466.0,0.0,9.0,953,205.0,205.0,1.0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
5195,1211.0,13.0,76.0,123,1783.0,61.5,29.0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0
5548,115.0,9.0,150.0,-262,49.0,7.0,7.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6372,6.0,410.0,6.0,394,29.0,7.2,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
6204,49.0,13.0,98.0,-92,311.0,31.1,10.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
7003,2298.0,1.0,100.0,-435,264.0,4.6,58.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1640,957.0,14.0,80.0,-354,848.0,24.9,34.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1128,2139.0,8.0,674.0,-456,1294.0,5.0,261.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
3144,84.0,19.0,42.0,-83,10.0,0.5,21.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
5458,664.0,70.0,174.0,1014,1112.0,22.2,50.0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
330,96.0,0.0,48.0,157,127.0,1.4,93.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1759,653.0,0.0,47.0,-66,605.0,5.6,109.0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
139,605.0,0.0,370.0,-42,2357.0,12.3,192.0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0
1842,1070.0,0.0,51.0,250,93.0,3.2,29.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2761,624.0,1.0,156.0,906,264.0,10.2,26.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1546,150.0,0.0,80.0,-684,161.0,5.2,31.0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0
4127,43.0,659.0,56.0,-619,620.0,41.3,15.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
4356,18.0,75.0,83.0,-284,56.0,3.7,15.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1730,206.0,0.0,63.0,411,20.0,1.0,20.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
312,203.0,316.0,493.0,605,329.0,1.1,299.0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
2271,230.0,232.0,290.0,-1,1343.0,6.2,215.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3815,343.0,524.0,29.0,-232,455.0,16.9,27.0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
3343,864.0,0.0,223.0,-817,256.0,15.1,17.0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
4884,443.0,782.0,271.0,73,1070.0,44.6,24.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5150,628.0,0.0,135.0,3,159.0,9.9,16.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
1092,1249.0,549.0,471.0,-507,1940.0,4.2,461.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2134,4072.0,48.0,263.0,-593,1083.0,11.4,95.0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0
3672,1466.0,254.0,510.0,-439,2624.0,4.4,599.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8213,62.0,16.0,70.0,-88,300.0,25.0,12.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
3514,96.0,1.0,99.0,444,243.0,7.8,31.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2318,1157.0,11.0,1299.0,874,905.0,3.0,304.0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0
725,3677.0,0.0,530.0,-352,2593.0,8.0,323.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1165,2279.0,91.0,456.0,-296,1362.0,5.6,242.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6636,3105.0,5006.0,1801.0,176,5626.0,2.5,2262.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4148,1309.0,144.0,343.0,-733,4257.0,51.9,82.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
8417,3176.0,0.0,344.0,179,1725.0,15.3,113.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7290,1199.0,126.0,874.0,-229,1176.0,1.4,821.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3413,3405.0,133.0,729.0,272,2254.0,3.3,680.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4670,763.0,1.0,88.0,-504,2414.0,86.2,28.0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
6881,2625.0,973.0,614.0,-214,3730.0,15.9,234.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4465,2854.0,60.0,239.0,-661,759.0,3.9,194.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8057,2844.0,111.0,562.0,170,1355.0,2.2,605.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
8125,2424.0,422.0,1166.0,288,1434.0,1.3,1126.0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
5731,204.0,39.0,154.0,32,656.0,11.5,57.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
6320,1156.0,73.0,188.0,-783,3211.0,118.9,27.0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0
4941,1536.0,0.0,149.0,-143,374.0,3.5,106.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
2820,2447.0,171.0,280.0,16,942.0,6.7,141.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
3900,871.0,4.0,109.0,966,843.0,8.4,100.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1708,118.0,4.0,179.0,157,81.0,1.3,62.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
968,598.0,534.0,106.0,59,839.0,42.0,20.0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
3627,610.0,0.0,83.0,-779,1225.0,87.5,14.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
4088,146.0,0.0,31.0,324,208.0,6.7,31.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
7214,30.0,0.0,61.0,694,3.0,0.3,11.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2543,895.0,35.0,71.0,192,583.0,116.6,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4982,7.0,0.0,2.0,-107,10.0,2.0,5.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1112,3378.0,5.0,765.0,320,1032.0,1.7,590.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1173,1474.0,1225.0,687.0,307,3473.0,2.5,1366.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
48,481.0,82.0,101.0,-1029,470.0,11.5,41.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
6081,389.0,5.0,69.0,-283,115.0,4.3,27.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8092,101.0,80.0,56.0,-148,105.0,3.8,28.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
5048,1159.0,447.0,235.0,-377,2351.0,16.6,142.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3002,355.0,14.0,285.0,79,797.0,3.2,248.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
820,17.0,15.0,16.0,-214,50.0,3.3,15.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
8044,732.0,0.0,54.0,186,791.0,19.3,41.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
8153,2236.0,1092.0,83.0,-27,496.0,4.6,109.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3096,2468.0,0.0,599.0,-280,4289.0,10.9,394.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5627,1363.0,309.0,391.0,158,1076.0,2.7,396.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2660,6210.0,64.0,1142.0,314,5145.0,5.7,895.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
6235,1220.0,642.0,498.0,-204,4411.0,15.8,280.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
964,626.0,391.0,213.0,-233,1479.0,4.2,356.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
366,420.0,24.0,526.0,521,647.0,1.0,655.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
982,364.0,9.0,82.0,-49,1179.0,14.2,83.0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0
8395,1217.0,0.0,216.0,-251,1894.0,9.4,202.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5511,524.0,64.0,240.0,344,1087.0,3.4,322.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
7287,1275.0,77.0,374.0,178,2954.0,8.7,341.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
4974,164.0,0.0,21.0,545,115.0,23.0,5.0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
1047,220.0,38.0,29.0,263,1010.0,18.0,56.0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0
3244,2674.0,19.0,248.0,847,716.0,20.5,35.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7911,230.0,4.0,21.0,-154,364.0,20.2,18.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5787,858.0,2.0,250.0,341,633.0,20.4,31.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
768,1019.0,0.0,250.0,1234,470.0,1.4,333.0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
708,18.0,1.0,168.0,542,469.0,3.6,130.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
5242,30.0,2.0,22.0,-128,183.0,183.0,1.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
699,465.0,287.0,22.0,-834,1460.0,112.3,13.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
7783,1397.0,11.0,812.0,27,1151.0,2.2,522.0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
6894,2254.0,70.0,602.0,-202,2559.0,7.1,362.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5676,427.0,24.0,152.0,-643,209.0,6.7,31.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1787,2245.0,0.0,280.0,-407,2398.0,21.2,113.0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
8236,29.0,0.0,25.0,602,40.0,10.0,4.0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
355,82.0,1.0,54.0,137,220.0,36.7,6.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6811,3.0,0.0,0.0,217,30.0,15.0,2.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
6278,46.0,20.0,101.0,32,232.0,33.1,7.0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
8388,248.0,4.0,316.0,524,437.0,1.7,257.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
5678,869.0,0.0,83.0,-208,62.0,1.4,44.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
3516,1099.0,89.0,463.0,-41,996.0,1.8,541.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
3905,199.0,24.0,78.0,469,284.0,5.5,52.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
5320,3193.0,1314.0,1174.0,-317,2980.0,2.8,1051.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1499,657.0,0.0,539.0,-345,638.0,1.1,584.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
7520,503.0,373.0,122.0,-49,254.0,5.3,48.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7856,985.0,627.0,324.0,-398,1320.0,14.0,94.0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
5958,269.0,1088.0,253.0,294,912.0,5.0,181.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6781,5.0,2.0,8.0,-594,22.0,1.1,20.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
8009,1093.0,910.0,243.0,-825,1657.0,8.6,193.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
474,1933.0,2.0,537.0,-509,1630.0,10.7,152.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
5234,207.0,0.0,12.0,-131,74.0,2.6,28.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
952,34.0,118.0,11.0,355,80.0,2.3,35.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
7189,1238.0,0.0,314.0,-440,4487.0,50.4,89.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
8327,654.0,288.0,608.0,623,1330.0,1.8,757.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
8401,634.0,38.0,143.0,-379,727.0,9.0,81.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
3512,2055.0,1.0,231.0,-102,879.0,23.1,38.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
3981,760.0,0.0,117.0,274,178.0,4.0,44.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
4839,38.0,2.0,61.0,574,167.0,6.4,26.0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0
3286,407.0,0.0,149.0,1040,1192.0,4.3,278.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6838,192.0,0.0,42.0,-274,87.0,8.7,10.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
4988,3124.0,12.0,740.0,107,3120.0,7.6,412.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
1233,617.0,406.0,328.0,4,1300.0,8.4,154.0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1108,472.0,279.0,590.0,-60,282.0,0.6,458.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2205,2842.0,65.0,406.0,601,3610.0,13.4,269.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
4554,64.0,7.0,44.0,82,54.0,2.5,22.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
7134,459.0,6.0,58.0,-246,165.0,7.2,23.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5507,3040.0,0.0,86.0,-86,898.0,6.8,132.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
49,1445.0,0.0,255.0,-94,1906.0,8.9,215.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
6907,735.0,9.0,76.0,-269,358.0,3.5,103.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3988,1365.0,198.0,435.0,-210,2624.0,16.2,162.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1607,1749.0,245.0,130.0,462,1270.0,60.5,21.0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
8181,111.0,8.0,51.0,-431,85.0,9.4,9.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
8203,71.0,0.0,24.0,-332,156.0,3.2,49.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
7000,292.0,2.0,87.0,11,425.0,22.4,19.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
8270,6501.0,290.0,1350.0,-572,3901.0,2.5,1585.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3175,3112.0,72.0,714.0,119,4854.0,27.7,175.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
3285,176.0,66.0,252.0,-241,489.0,5.7,86.0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
7716,2117.0,679.0,242.0,-110,2847.0,11.0,258.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
3116,731.0,7.0,136.0,-564,164.0,2.3,70.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
1064,723.0,108.0,151.0,445,367.0,3.1,120.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7336,1051.0,20.0,355.0,-361,242.0,2.6,93.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
7185,511.0,54.0,133.0,400,732.0,11.6,63.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
567,872.0,92.0,277.0,-116,1391.0,3.0,470.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5062,768.0,3.0,88.0,-122,75.0,4.2,18.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1627,1429.0,165.0,201.0,-263,1229.0,7.1,172.0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
894,301.0,0.0,61.0,-523,74.0,0.6,126.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6820,1342.0,0.0,128.0,-45,716.0,21.7,33.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
344,81.0,2.0,38.0,695,58.0,0.8,75.0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0
7489,4495.0,97.0,489.0,-292,6379.0,16.9,377.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
5564,285.0,175.0,36.0,395,401.0,26.7,15.0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
6248,99.0,0.0,23.0,310,63.0,5.7,11.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
7177,872.0,197.0,99.0,-196,541.0,4.7,116.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2537,1459.0,0.0,112.0,442,454.0,11.6,39.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3955,2228.0,0.0,612.0,-200,1885.0,3.5,534.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1781,85.0,0.0,113.0,7,249.0,5.5,45.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
8341,204.0,2.0,72.0,-191,52.0,4.0,13.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5204,6203.0,0.0,731.0,-295,2422.0,9.2,262.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
6384,2793.0,0.0,100.0,-149,673.0,29.3,23.0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
8097,1487.0,0.0,454.0,-833,659.0,1.6,421.0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
5785,1648.0,601.0,487.0,433,1864.0,2.0,917.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
4979,1372.0,0.0,143.0,-694,427.0,3.0,144.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5572,701.0,426.0,910.0,-168,1839.0,3.3,550.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
5385,428.0,7.0,132.0,-267,83.0,1.0,84.0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
5655,3790.0,75.0,236.0,-255,1837.0,38.3,48.0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
914,786.0,21.0,349.0,685,474.0,2.9,166.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
2847,684.0,379.0,233.0,-505,1600.0,4.9,326.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
7780,1616.0,1239.0,198.0,-428,893.0,5.5,162.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
3167,370.0,73.0,357.0,1166,552.0,1.4,386.0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
509,343.0,21.0,71.0,18,426.0,7.2,59.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
6375,312.0,157.0,84.0,50,928.0,66.3,14.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7429,31.0,139.0,6.0,394,232.0,232.0,1.0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
4318,1278.0,200.0,318.0,-7,1473.0,9.0,164.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2449,4217.0,0.0,589.0,123,1954.0,3.8,512.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7508,2407.0,71.0,193.0,-676,2925.0,25.9,113.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
