product_primary_name,processing_periods_name,facility_type_name,beginning_balance,quantity_received,quantity_dispensed,stock_in_hand,quantity_requested,quantity_approved,total_losses_and_adjustments,amc,pack_size,zone,dispensing_unit
PYRA-SAC,2025-02-01,HEALTH CENTER,3309.0,71.0,1038.0,2583.0,1305.0,251.0,728,313.0,1,DISTRICT25,SACHET
SP,2025-04-01,HEALTH CENTER,2321.0,0.0,167.0,2147.0,,0.0,-753,53.0,1000,DISTRICT10,TABLET
SP,2024-01-01,HEALTH CENTER,125.0,7.0,34.0,75.0,596.0,0.0,447,2.0,1000,DISTRICT28,TABLET
ART-INJ,2024-04-01,HEALTH CENTER,595.0,606.0,158.0,1092.0,,,610,291.0,5,DISTRICT22,VIAL
ITN,2023-12-01,HEALTH CENTER,10.0,1.0,1.0,731.0,,0.0,-161,2.0,50,DISTRICT21,PIECE
RDT,2024-04-01,HEALTH CENTER,59.0,0.0,43.0,32.0,143.0,2393.0,56,76.0,25,DISTRICT35,PIECE
SP,2024-03-01,HEALTH CENTER,503.0,0.0,127.0,175.0,,703.0,-53,43.0,1000,DISTRICT33,TABLET
ACT-INF,2024-12-01,DISTRICT HOSPITAL,2995.0,1783.0,515.0,3053.0,,0.0,-134,372.0,30,DISTRICT28,BLISTER
ART-INJ,2024-10-01,HEALTH CENTER,19.0,178.0,28.0,2.0,526.0,0.0,249,23.0,5,DISTRICT35,VIAL
SP,2025-04-01,HEALTH CENTER,541.0,0.0,69.0,224.0,,20.0,149,138.0,1000,DISTRICT4,TABLET
ART-INJ,2024-09-01,DISTRICT HOSPITAL,541.0,94.0,431.0,994.0,,1327.0,-148,414.0,5,DISTRICT31,VIAL
ART-INJ,2025-03-01,HEALTH CENTER,491.0,2.0,67.0,1073.0,,,-420,114.0,5,DISTRICT32,VIAL
ACT-AD,2024-03-01,HEALTH CENTER,675.0,0.0,22.0,238.0,489.0,56.0,499,12.0,30,DISTRICT15,BLISTER
QUIN,2024-10-01,HEALTH CENTER,1259.0,17.0,263.0,355.0,356.0,2.0,-228,272.0,1000,DISTRICT7,TABLET
ART-SUP,2025-01-01,HEALTH CENTER,25.0,359.0,29.0,442.0,,300.0,-45,2.0,2,DISTRICT37,CAPSULE
QUIN,2025-10-01,HEALTH CENTER,1313.0,0.0,350.0,852.0,,535.0,-297,310.0,1000,DISTRICT24,TABLET
QUIN,2024-09-01,HEALTH CENTER,2725.0,0.0,202.0,3662.0,,,-465,180.0,1000,DISTRICT14,TABLET
QUIN,2025-01-01,HEALTH CENTER,340.0,0.0,69.0,67.0,,45.0,-63,33.0,1000,DISTRICT26,TABLET
ACT-AD,2024-09-01,HEALTH CENTER,2078.0,5.0,161.0,1765.0,,30.0,-888,220.0,30,DISTRICT4,BLISTER
ACT-AD,2024-11-01,HEALTH CENTER,987.0,2350.0,220.0,926.0,,69.0,-316,263.0,30,DISTRICT7,BLISTER
PYRA-SAC,2024-05-01,HEALTH CENTER,785.0,45.0,157.0,648.0,,2715.0,260,139.0,1,DISTRICT31,SACHET
ACT-AD,2025-01-01,HEALTH CENTER,63.0,2032.0,265.0,626.0,2130.0,194.0,-332,316.0,30,DISTRICT4,BLISTER
SP,2024-11-01,HEALTH CENTER,261.0,560.0,80.0,1099.0,,0.0,287,10.0,1000,DISTRICT22,TABLET
ACT-AD,2025-11-01,HEALTH CENTER,1097.0,104.0,1037.0,1054.0,,,208,941.0,30,DISTRICT14,BLISTER
ACT-AD,2024-05-01,HEALTH CENTER,34.0,51.0,25.0,29.0,606.0,0.0,364,1.0,30,DISTRICT1,BLISTER
RDT,2025-08-01,HEALTH CENTER,1112.0,879.0,91.0,938.0,,0.0,-150,10.0,25,DISTRICT16,PIECE
ACT-SC,2024-04-01,HEALTH CENTER,1397.0,432.0,434.0,811.0,2542.0,1395.0,40,145.0,30,DISTRICT29,BLISTER
RDT,2025-03-01,HEALTH CENTER,301.0,8.0,29.0,1095.0,862.0,0.0,-630,13.0,25,DISTRICT9,PIECE
RDT,2024-12-01,HEALTH CENTER,554.0,170.0,220.0,742.0,,,-536,334.0,25,DISTRICT25,PIECE
ART-SUP,2024-07-01,HEALTH CENTER,55.0,3.0,3.0,155.0,121.0,119.0,82,1.0,2,DISTRICT36,CAPSULE
QUIN,2024-10-01,HEALTH CENTER,958.0,1.0,272.0,396.0,747.0,1.0,308,351.0,1000,DISTRICT1,TABLET
ACT-AD,2025-05-01,HEALTH CENTER,207.0,87.0,50.0,594.0,,0.0,656,5.0,30,DISTRICT24,BLISTER
ACT-INF,2025-10-01,HEALTH CENTER,1027.0,514.0,335.0,1352.0,464.0,0.0,158,58.0,30,DISTRICT3,BLISTER
RDT,2025-08-01,HEALTH CENTER,119.0,0.0,71.0,317.0,,2.0,468,46.0,25,DISTRICT21,PIECE
ITN,2025-01-01,HEALTH CENTER,58.0,0.0,54.0,23.0,314.0,0.0,735,8.0,50,DISTRICT15,PIECE
RDT,2025-08-01,HEALTH CENTER,885.0,17.0,373.0,126.0,,12802.0,-72,158.0,25,DISTRICT36,PIECE
ART-INJ,2025-10-01,HEALTH CENTER,3840.0,25.0,308.0,1329.0,,10.0,259,355.0,5,DISTRICT31,VIAL
ART-SUP,2024-03-01,HEALTH CENTER,34.0,4020.0,95.0,882.0,,1083.0,615,44.0,2,DISTRICT24,CAPSULE
SP,2024-05-01,HEALTH CENTER,1552.0,0.0,84.0,292.0,,,696,32.0,1000,DISTRICT33,TABLET
ACT-AD,2025-03-01,HEALTH CENTER,889.0,0.0,73.0,956.0,,0.0,816,28.0,30,DISTRICT26,BLISTER
ACT-GC,2024-08-01,DISTRICT HOSPITAL,77.0,252.0,1.0,76.0,,0.0,-265,0.0,30,DISTRICT13,BLISTER
SP,2024-09-01,HEALTH CENTER,8675.0,16.0,862.0,3681.0,343.0,,-240,663.0,1000,DISTRICT8,TABLET
ART-SUP,2024-08-01,HEALTH CENTER,2283.0,0.0,174.0,113.0,,,-624,576.0,2,DISTRICT35,CAPSULE
QUIN,2025-02-01,HEALTH CENTER,126.0,0.0,48.0,1136.0,,0.0,-264,25.0,1000,DISTRICT5,TABLET
SP,2024-05-01,HEALTH CENTER,3149.0,1.0,554.0,476.0,,4748.0,-31,192.0,1000,DISTRICT35,TABLET
RDT,2025-02-01,HEALTH CENTER,2736.0,66.0,547.0,1114.0,,4151.0,537,274.0,25,DISTRICT20,PIECE
QUIN,2025-03-01,HEALTH CENTER,916.0,162.0,396.0,423.0,,8759.0,-534,217.0,1000,DISTRICT19,TABLET
SP,2024-09-01,HEALTH CENTER,155.0,3.0,36.0,618.0,330.0,0.0,219,7.0,1000,DISTRICT32,TABLET
PYRA-SAC,2024-07-01,HEALTH CENTER,245.0,1.0,22.0,63.0,,6.0,-405,22.0,1,DISTRICT7,SACHET
RDT,2024-06-01,HEALTH CENTER,2536.0,74.0,689.0,1359.0,,411.0,-260,355.0,25,DISTRICT36,PIECE
ART-SUP,2024-04-01,HEALTH CENTER,3285.0,0.0,133.0,1143.0,,,-868,87.0,2,DISTRICT12,CAPSULE
ACT-AD,2024-03-01,HEALTH CENTER,8.0,0.0,8.0,10.0,,,114,0.0,30,DISTRICT16,BLISTER
ART-INJ,2025-02-01,HEALTH CENTER,509.0,4313.0,205.0,1281.0,,0.0,557,87.0,5,DISTRICT29,VIAL
ITN,2025-04-01,HEALTH CENTER,895.0,378.0,250.0,456.0,,0.0,-413,735.0,50,DISTRICT32,PIECE
ACT-INF,2025-03-01,HEALTH CENTER,218.0,0.0,289.0,87.0,,,20,342.0,30,DISTRICT24,BLISTER
QUIN,2025-01-01,HEALTH CENTER,1359.0,0.0,398.0,576.0,,67.0,300,160.0,1000,DISTRICT13,TABLET
ACT-SC,2024-09-01,HEALTH CENTER,230.0,129.0,48.0,419.0,,,351,85.0,30,DISTRICT5,BLISTER
ACT-AD,2024-02-01,HEALTH CENTER,1661.0,342.0,704.0,3776.0,1512.0,,545,506.0,30,DISTRICT9,BLISTER
ART-INJ,2025-09-01,HEALTH CENTER,364.0,0.0,164.0,155.0,,390.0,-332,64.0,5,DISTRICT33,VIAL
RDT,2025-02-01,HEALTH CENTER,2529.0,137.0,393.0,2212.0,732.0,2.0,-390,139.0,25,DISTRICT3,PIECE
SP,2024-09-01,HEALTH CENTER,863.0,99.0,442.0,2147.0,,292.0,475,535.0,1000,DISTRICT30,TABLET
SP,2025-11-01,HEALTH CENTER,279.0,0.0,17.0,92.0,,0.0,423,6.0,1000,DISTRICT29,TABLET
ART-SUP,2024-04-01,HEALTH CENTER,562.0,971.0,214.0,696.0,,4.0,-249,274.0,2,DISTRICT22,CAPSULE
ITN,2024-01-01,DISTRICT HOSPITAL,1019.0,932.0,507.0,4329.0,,19.0,243,331.0,50,DISTRICT25,PIECE
SP,2025-01-01,HEALTH CENTER,1157.0,0.0,88.0,170.0,433.0,,-2,159.0,1000,DISTRICT33,TABLET
ACT-SC,2024-08-01,HEALTH CENTER,1732.0,454.0,881.0,1480.0,,873.0,756,804.0,30,DISTRICT31,BLISTER
RDT,2023-12-01,HEALTH CENTER,159.0,158.0,123.0,99.0,890.0,,134,241.0,25,DISTRICT29,PIECE
ACT-AD,2024-10-01,HEALTH CENTER,474.0,114.0,76.0,753.0,,,-315,14.0,30,DISTRICT14,BLISTER
ACT-SC,2025-07-01,HEALTH CENTER,525.0,74.0,375.0,663.0,,122.0,-72,237.0,30,DISTRICT32,BLISTER
PYRA-SAC,2025-03-01,HEALTH CENTER,3759.0,29.0,220.0,1306.0,,588.0,-313,218.0,1,DISTRICT1,SACHET
PYRA-SAC,2025-01-01,HEALTH CENTER,14.0,51.0,3.0,22.0,,8.0,403,0.0,1,DISTRICT18,SACHET
ACT-GC,2024-09-01,HEALTH CENTER,220.0,925.0,89.0,70.0,,0.0,713,83.0,30,DISTRICT18,BLISTER
ACT-INF,2025-11-01,HEALTH CENTER,579.0,1.0,59.0,192.0,,67.0,66,30.0,30,DISTRICT9,BLISTER
PYRA-SAC,2025-09-01,HEALTH CENTER,757.0,76.0,254.0,185.0,,3.0,304,178.0,1,DISTRICT26,SACHET
ACT-GC,2024-11-01,HEALTH CENTER,5477.0,316.0,1325.0,6314.0,,55.0,-228,787.0,30,DISTRICT16,BLISTER
ACT-GC,2024-05-01,HEALTH CENTER,424.0,65.0,123.0,122.0,1133.0,331.0,-331,53.0,30,DISTRICT25,BLISTER
SP,2024-04-01,HEALTH CENTER,386.0,0.0,333.0,416.0,,908.0,113,618.0,1000,DISTRICT21,TABLET
ACT-GC,2025-03-01,HEALTH CENTER,2694.0,21.0,66.0,335.0,,10.0,-829,29.0,30,DISTRICT29,BLISTER
SP,2024-08-01,HEALTH CENTER,1747.0,4.0,466.0,2656.0,,,245,568.0,1000,DISTRICT3,TABLET
SP,2024-01-01,HEALTH CENTER,435.0,45.0,599.0,1094.0,,6264.0,-4,387.0,1000,DISTRICT30,TABLET
SP,2025-01-01,DISTRICT HOSPITAL,332.0,206.0,302.0,376.0,,1549.0,187,385.0,1000,DISTRICT10,TABLET
PYRA-COMP,2024-09-01,HEALTH CENTER,30.0,1036.0,13.0,78.0,,0.0,250,32.0,1,DISTRICT13,TABLET
RDT,2024-05-01,HEALTH CENTER,3488.0,306.0,1109.0,1576.0,2432.0,662.0,154,957.0,25,DISTRICT37,PIECE
PYRA-SAC,2025-07-01,HEALTH CENTER,3719.0,41.0,1058.0,3153.0,975.0,714.0,460,1124.0,1,DISTRICT36,SACHET
SP,2025-03-01,HEALTH CENTER,1668.0,27.0,296.0,1983.0,,21.0,446,120.0,1000,DISTRICT31,TABLET
PYRA-COMP,2025-10-01,HEALTH CENTER,336.0,0.0,150.0,720.0,269.0,5.0,-239,100.0,1,DISTRICT31,TABLET
PYRA-SAC,2024-07-01,HEALTH CENTER,4.0,0.0,5.0,5.0,,903.0,510,14.0,1,DISTRICT1,SACHET
ART-SUP,2024-01-01,HEALTH CENTER,44.0,0.0,20.0,207.0,,0.0,98,11.0,2,DISTRICT7,CAPSULE
PYRA-SAC,2025-08-01,HEALTH CENTER,55.0,1093.0,26.0,283.0,,0.0,82,11.0,1,DISTRICT7,SACHET
PYRA-SAC,2024-08-01,HEALTH CENTER,1741.0,0.0,441.0,2056.0,,287.0,536,215.0,1,DISTRICT16,SACHET
RDT,2025-11-01,HEALTH CENTER,4.0,0.0,4.0,77.0,,719.0,-129,0.0,25,DISTRICT29,PIECE
SP,2024-02-01,HEALTH CENTER,976.0,0.0,169.0,542.0,,,-454,125.0,1000,DISTRICT35,TABLET
QUIN,2024-08-01,HEALTH CENTER,306.0,7.0,101.0,1544.0,1154.0,941.0,-713,37.0,1000,DISTRICT19,TABLET
SP,2025-08-01,HEALTH CENTER,4091.0,293.0,313.0,1921.0,,1.0,266,177.0,1000,DISTRICT16,TABLET
PYRA-COMP,2024-09-01,HEALTH CENTER,1213.0,1174.0,383.0,1742.0,,108.0,10,102.0,1,DISTRICT35,TABLET
ACT-AD,2025-07-01,HEALTH CENTER,5230.0,23.0,664.0,1613.0,844.0,0.0,-632,658.0,30,DISTRICT28,BLISTER
ACT-GC,2025-05-01,HEALTH CENTER,79.0,65.0,64.0,11.0,,2.0,-874,10.0,30,DISTRICT36,BLISTER
ITN,2024-01-01,HEALTH CENTER,659.0,227.0,419.0,1505.0,,0.0,255,216.0,50,DISTRICT2,PIECE
QUIN,2025-07-01,HEALTH CENTER,1036.0,12.0,1028.0,2302.0,,159.0,83,724.0,1000,DISTRICT16,TABLET
ART-INJ,2025-02-01,HEALTH CENTER,2636.0,80.0,414.0,4391.0,,2.0,673,692.0,5,DISTRICT6,VIAL
SP,2024-12-01,HEALTH CENTER,854.0,0.0,44.0,504.0,323.0,0.0,371,13.0,1000,DISTRICT17,TABLET
ACT-AD,2025-04-01,HEALTH CENTER,338.0,3.0,93.0,1492.0,,189.0,700,17.0,30,DISTRICT24,BLISTER
SP,2025-04-01,HEALTH CENTER,845.0,4.0,126.0,611.0,,,-31,162.0,1000,DISTRICT1,TABLET
ACT-GC,2024-09-01,DISTRICT HOSPITAL,302.0,1.0,16.0,120.0,,0.0,-584,1.0,30,DISTRICT22,BLISTER
PYRA-SAC,2024-06-01,HEALTH CENTER,1243.0,256.0,458.0,1468.0,,,197,453.0,1,DISTRICT16,SACHET
RDT,2025-01-01,HEALTH CENTER,572.0,60.0,159.0,2350.0,,110.0,-130,108.0,25,DISTRICT14,PIECE
ACT-SC,2024-08-01,HEALTH CENTER,59.0,0.0,115.0,232.0,,34.0,-59,57.0,30,DISTRICT3,BLISTER
ACT-GC,2025-07-01,HEALTH CENTER,39.0,0.0,23.0,44.0,,4.0,-444,3.0,30,DISTRICT19,BLISTER
ACT-SC,2025-09-01,HEALTH CENTER,5276.0,2.0,1071.0,1851.0,,,-60,971.0,30,DISTRICT1,BLISTER
QUIN,2025-02-01,HEALTH CENTER,44.0,575.0,98.0,216.0,,0.0,-146,3.0,1000,DISTRICT13,TABLET
ACT-AD,2024-10-01,HEALTH CENTER,1467.0,0.0,239.0,1774.0,1000.0,2842.0,-657,164.0,30,DISTRICT37,BLISTER
QUIN,2024-01-01,HEALTH CENTER,1604.0,33.0,76.0,624.0,,61.0,514,33.0,1000,DISTRICT13,TABLET
ITN,2025-06-01,HEALTH CENTER,307.0,0.0,114.0,181.0,,80.0,-509,192.0,50,DISTRICT35,PIECE
ACT-SC,2025-10-01,HEALTH CENTER,2118.0,0.0,234.0,1470.0,,3298.0,18,306.0,30,DISTRICT16,BLISTER
ART-INJ,2024-07-01,REGIONAL HOSPITAL,644.0,9.0,102.0,323.0,,4.0,296,119.0,5,DISTRICT32,VIAL
ACT-SC,2024-05-01,HEALTH CENTER,711.0,10.0,76.0,31.0,,,-214,64.0,30,DISTRICT24,BLISTER
PYRA-SAC,2025-08-01,HEALTH CENTER,742.0,46.0,74.0,899.0,,0.0,-41,8.0,1,DISTRICT28,SACHET
RDT,2024-09-01,HEALTH CENTER,1899.0,15.0,226.0,2581.0,1404.0,234.0,652,152.0,25,DISTRICT32,PIECE
ACT-INF,2025-08-01,DISTRICT HOSPITAL,1267.0,0.0,759.0,677.0,,6331.0,342,498.0,30,DISTRICT29,BLISTER
ART-INJ,2025-05-01,HEALTH CENTER,470.0,0.0,103.0,33.0,515.0,1543.0,-140,26.0,5,DISTRICT28,VIAL
RDT,2025-08-01,HEALTH CENTER,1035.0,160.0,219.0,2880.0,,90.0,-151,205.0,25,DISTRICT30,PIECE
ART-SUP,2024-09-01,HEALTH CENTER,300.0,212.0,85.0,316.0,,106.0,-447,48.0,2,DISTRICT30,CAPSULE
ART-INJ,2024-12-01,HEALTH CENTER,4672.0,0.0,951.0,2590.0,,20646.0,-246,1010.0,5,DISTRICT14,VIAL
ACT-SC,2023-12-01,HEALTH CENTER,1700.0,0.0,363.0,2590.0,1433.0,16.0,409,405.0,30,DISTRICT32,BLISTER
ACT-GC,2025-10-01,HEALTH CENTER,1113.0,0.0,527.0,1136.0,624.0,2193.0,-439,503.0,30,DISTRICT30,BLISTER
ACT-INF,2025-09-01,HEALTH CENTER,673.0,140.0,346.0,2032.0,,0.0,365,174.0,30,DISTRICT16,BLISTER
ACT-AD,2023-12-01,HEALTH CENTER,9.0,0.0,0.0,13.0,,0.0,214,0.0,30,DISTRICT16,BLISTER
ACT-AD,2024-07-01,HEALTH CENTER,8062.0,101.0,1006.0,5191.0,,33.0,-471,753.0,30,DISTRICT25,BLISTER
PYRA-SAC,2025-11-01,HEALTH CENTER,1708.0,115.0,1066.0,776.0,,,-699,527.0,1,DISTRICT8,SACHET
ART-SUP,2024-05-01,REGIONAL HOSPITAL,318.0,0.0,56.0,1370.0,,8.0,682,36.0,2,DISTRICT14,CAPSULE
ITN,2025-08-01,HEALTH CENTER,1092.0,128.0,767.0,1824.0,1113.0,0.0,-1010,497.0,50,DISTRICT19,PIECE
PYRA-SAC,2025-02-01,HEALTH CENTER,1159.0,1490.0,312.0,1804.0,321.0,0.0,174,153.0,1,DISTRICT7,SACHET
ART-SUP,2024-02-01,HEALTH CENTER,59.0,0.0,7.0,157.0,,,977,1.0,2,DISTRICT16,CAPSULE
ACT-AD,2025-09-01,HEALTH CENTER,722.0,387.0,598.0,397.0,,315.0,-59,793.0,30,DISTRICT6,BLISTER
PYRA-COMP,2025-09-01,DISTRICT HOSPITAL,1741.0,170.0,329.0,2022.0,,116.0,-728,199.0,1,DISTRICT1,TABLET
ITN,2024-05-01,HEALTH CENTER,698.0,1.0,213.0,591.0,,85.0,-349,60.0,50,DISTRICT31,PIECE
PYRA-SAC,2025-09-01,HEALTH CENTER,716.0,0.0,188.0,518.0,,17.0,-114,58.0,1,DISTRICT15,SACHET
ITN,2024-06-01,HEALTH CENTER,1989.0,0.0,287.0,744.0,,1895.0,-183,459.0,50,DISTRICT13,PIECE
PYRA-SAC,2024-06-01,HEALTH CENTER,364.0,1.0,8.0,22.0,,0.0,731,3.0,1,DISTRICT23,SACHET
ACT-AD,2025-09-01,HEALTH CENTER,1664.0,5.0,795.0,2295.0,,189.0,89,667.0,30,DISTRICT22,BLISTER
ART-SUP,2024-10-01,NATIONAL HOSPITAL,814.0,6.0,131.0,464.0,,1320.0,-171,135.0,2,DISTRICT38,CAPSULE
ACT-GC,2024-12-01,HEALTH CENTER,1930.0,48.0,182.0,1749.0,,17.0,-532,173.0,30,DISTRICT9,BLISTER
ART-INJ,2025-01-01,HEALTH CENTER,1584.0,0.0,57.0,490.0,,,21,112.0,5,DISTRICT24,VIAL
ACT-AD,2025-03-01,HEALTH CENTER,571.0,458.0,1207.0,1204.0,,,414,2215.0,30,DISTRICT10,BLISTER
RDT,2025-06-01,HEALTH CENTER,1460.0,129.0,557.0,1473.0,1660.0,16.0,127,317.0,25,DISTRICT29,PIECE
ITN,2024-07-01,HEALTH CENTER,67.0,0.0,175.0,26.0,700.0,5487.0,290,122.0,50,DISTRICT9,PIECE
ACT-SC,2025-05-01,HEALTH CENTER,180.0,0.0,14.0,277.0,273.0,,-75,10.0,30,DISTRICT14,BLISTER
RDT,2024-09-01,HEALTH CENTER,6147.0,36.0,1187.0,4163.0,1421.0,,-2,2117.0,25,DISTRICT35,PIECE
ART-INJ,2023-12-01,HEALTH CENTER,418.0,243.0,99.0,680.0,1221.0,5336.0,-99,47.0,5,DISTRICT38,VIAL
ACT-AD,2025-08-01,HEALTH CENTER,1677.0,2602.0,644.0,992.0,338.0,0.0,-187,118.0,30,DISTRICT24,BLISTER
QUIN,2024-03-01,HEALTH CENTER,3394.0,0.0,408.0,1214.0,,,430,269.0,1000,DISTRICT15,TABLET
ART-SUP,2025-04-01,HEALTH CENTER,2440.0,447.0,684.0,4988.0,1111.0,8.0,88,648.0,2,DISTRICT18,CAPSULE
SP,2025-09-01,HEALTH CENTER,346.0,2.0,62.0,256.0,,0.0,276,19.0,1000,DISTRICT23,TABLET
PYRA-COMP,2023-12-01,HEALTH CENTER,1375.0,5.0,32.0,644.0,,0.0,-266,34.0,1,DISTRICT16,TABLET
PYRA-COMP,2024-01-01,HEALTH CENTER,953.0,5.0,265.0,360.0,,,-111,62.0,1,DISTRICT7,TABLET
ACT-GC,2025-01-01,HEALTH CENTER,65.0,0.0,32.0,31.0,,36.0,1000,0.0,30,DISTRICT9,BLISTER
ACT-GC,2025-06-01,HEALTH CENTER,255.0,0.0,92.0,225.0,1217.0,50.0,22,91.0,30,DISTRICT2,BLISTER
PYRA-SAC,2025-07-01,HEALTH CENTER,147.0,1256.0,183.0,1280.0,,2.0,270,96.0,1,DISTRICT13,SACHET
PYRA-COMP,2025-08-01,HEALTH CENTER,172.0,104.0,30.0,345.0,64.0,,1433,32.0,1,DISTRICT14,TABLET
ITN,2025-08-01,HEALTH CENTER,1470.0,0.0,206.0,860.0,,135.0,-1164,48.0,50,DISTRICT9,PIECE
ACT-SC,2025-06-01,HEALTH CENTER,529.0,0.0,15.0,89.0,,93.0,-768,23.0,30,DISTRICT13,BLISTER
ACT-INF,2024-06-01,HEALTH CENTER,355.0,16.0,111.0,1007.0,,0.0,472,26.0,30,DISTRICT28,BLISTER
ITN,2025-04-01,HEALTH CENTER,105.0,0.0,9.0,147.0,49.0,0.0,226,4.0,50,DISTRICT10,PIECE
RDT,2025-05-01,HEALTH CENTER,1265.0,4.0,36.0,918.0,,0.0,-79,20.0,25,DISTRICT13,PIECE
ART-SUP,2025-05-01,HEALTH CENTER,740.0,0.0,236.0,460.0,,3.0,-168,98.0,2,DISTRICT13,CAPSULE
ACT-SC,2024-06-01,HEALTH CENTER,1003.0,0.0,133.0,559.0,,,102,49.0,30,DISTRICT15,BLISTER
ACT-SC,2025-02-01,HEALTH CENTER,675.0,0.0,17.0,1240.0,,,396,71.0,30,DISTRICT1,BLISTER
ACT-AD,2025-01-01,HEALTH CENTER,243.0,140.0,54.0,227.0,,0.0,-665,4.0,30,DISTRICT20,BLISTER
ITN,2024-10-01,HEALTH CENTER,788.0,0.0,60.0,226.0,,0.0,-365,8.0,50,DISTRICT28,PIECE
ACT-AD,2024-07-01,HEALTH CENTER,1091.0,1005.0,616.0,1385.0,,27.0,-703,725.0,30,DISTRICT35,BLISTER
ACT-GC,2025-06-01,NATIONAL HOSPITAL,372.0,79.0,131.0,2809.0,,2.0,590,124.0,30,DISTRICT15,BLISTER
ART-SUP,2025-01-01,HEALTH CENTER,836.0,2.0,129.0,1268.0,,0.0,280,75.0,2,DISTRICT9,CAPSULE
PYRA-COMP,2024-05-01,HEALTH CENTER,51.0,1229.0,34.0,43.0,,7.0,-83,8.0,1,DISTRICT15,TABLET
RDT,2025-03-01,HEALTH CENTER,303.0,1.0,109.0,347.0,,192.0,508,197.0,25,DISTRICT33,PIECE
PYRA-SAC,2024-06-01,HEALTH CENTER,93.0,52.0,25.0,412.0,,2.0,599,0.0,1,DISTRICT25,SACHET
ACT-SC,2025-07-01,HEALTH CENTER,1213.0,1146.0,172.0,2012.0,,12.0,-21,235.0,30,DISTRICT14,BLISTER
ACT-GC,2023-12-01,DISTRICT HOSPITAL,243.0,1.0,25.0,134.0,567.0,0.0,-134,7.0,30,DISTRICT7,BLISTER
SP,2025-11-01,HEALTH CENTER,379.0,0.0,193.0,222.0,,125.0,-786,53.0,1000,DISTRICT31,TABLET
PYRA-SAC,2024-07-01,HEALTH CENTER,244.0,28.0,308.0,271.0,,,-187,153.0,1,DISTRICT38,SACHET
ACT-AD,2024-01-01,HEALTH CENTER,1148.0,5.0,354.0,735.0,,582.0,-254,167.0,30,DISTRICT31,BLISTER
ART-SUP,2025-02-01,HEALTH CENTER,272.0,599.0,21.0,837.0,455.0,0.0,-146,0.0,2,DISTRICT8,CAPSULE
ACT-GC,2025-08-01,HEALTH CENTER,206.0,0.0,56.0,51.0,181.0,387.0,-267,82.0,30,DISTRICT24,BLISTER
PYRA-SAC,2024-10-01,HEALTH CENTER,1643.0,2551.0,159.0,775.0,,147.0,-411,207.0,1,DISTRICT5,SACHET
ART-INJ,2025-04-01,HEALTH CENTER,498.0,1184.0,158.0,1042.0,,0.0,-120,38.0,5,DISTRICT14,VIAL
ART-INJ,2024-11-01,HEALTH CENTER,610.0,2.0,257.0,678.0,,7196.0,-18,135.0,5,DISTRICT33,VIAL
ART-INJ,2025-03-01,HEALTH CENTER,105.0,1429.0,74.0,524.0,865.0,763.0,278,91.0,5,DISTRICT3,VIAL
SP,2025-02-01,HEALTH CENTER,1473.0,0.0,45.0,430.0,,0.0,-213,5.0,1000,DISTRICT33,TABLET
ART-INJ,2024-11-01,HEALTH CENTER,1772.0,5.0,178.0,1791.0,1008.0,7.0,186,337.0,5,DISTRICT21,VIAL
ACT-AD,2024-07-01,HEALTH CENTER,19.0,0.0,10.0,317.0,,,192,3.0,30,DISTRICT28,BLISTER
PYRA-SAC,2024-12-01,HEALTH CENTER,904.0,0.0,17.0,376.0,290.0,,969,3.0,1,DISTRICT3,SACHET
ACT-SC,2024-03-01,HEALTH CENTER,405.0,351.0,153.0,1302.0,,,536,35.0,30,DISTRICT5,BLISTER
PYRA-SAC,2025-10-01,HEALTH CENTER,1735.0,1650.0,500.0,3453.0,276.0,724.0,-28,102.0,1,DISTRICT37,SACHET
PYRA-COMP,2025-06-01,HEALTH CENTER,602.0,165.0,345.0,1122.0,,1.0,-87,594.0,1,DISTRICT17,TABLET
ITN,2024-04-01,HEALTH CENTER,222.0,4.0,38.0,920.0,,39.0,149,13.0,50,DISTRICT5,PIECE
ACT-AD,2024-05-01,HEALTH CENTER,35.0,2.0,26.0,10.0,,,354,30.0,30,DISTRICT29,BLISTER
QUIN,2024-03-01,HEALTH CENTER,15.0,0.0,27.0,44.0,707.0,263.0,-123,1.0,1000,DISTRICT30,TABLET
PYRA-COMP,2025-06-01,HEALTH CENTER,1976.0,0.0,823.0,894.0,,263.0,347,1393.0,1,DISTRICT31,TABLET
RDT,2025-01-01,HEALTH CENTER,778.0,326.0,375.0,538.0,,6697.0,251,566.0,25,DISTRICT29,PIECE
ACT-INF,2025-08-01,HEALTH CENTER,904.0,1573.0,441.0,1638.0,,360.0,180,466.0,30,DISTRICT2,BLISTER
ITN,2024-07-01,HEALTH CENTER,1047.0,75.0,319.0,202.0,,,-199,111.0,50,DISTRICT28,PIECE
ACT-GC,2024-09-01,HEALTH CENTER,249.0,9.0,718.0,106.0,,,-907,545.0,30,DISTRICT30,BLISTER
ART-SUP,2024-06-01,HEALTH CENTER,708.0,8.0,372.0,2945.0,1370.0,,-122,323.0,2,DISTRICT12,CAPSULE
ART-INJ,2024-07-01,DISTRICT HOSPITAL,1636.0,832.0,376.0,3688.0,,,81,408.0,5,DISTRICT13,VIAL
QUIN,2024-10-01,HEALTH CENTER,374.0,0.0,3.0,84.0,356.0,0.0,181,11.0,1000,DISTRICT12,TABLET
